name,category,min_investment,returns,risk,fund_house,is_sip
Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - IDCW,INF209KA13Z9,1000,{},Moderate,Aditya Birla Sun Life Mutual Fund,True
Aditya Birla Sun Life Banking & PSU Debt Fund  - DIRECT - MONTHLY IDCW,-,1000,{},Moderate,Aditya Birla Sun Life Mutual Fund,True
Aditya Birla Sun Life Banking & PSU Debt Fund  - Direct - Quarterly IDCW,-,1000,{},Moderate,Aditya Birla Sun Life Mutual Fund,True
Aditya Birla Sun Life Banking & PSU Debt Fund  - REGULAR - IDCW,INF209KA11Z3,1000,{},Moderate,Aditya Birla Sun Life Mutual Fund,True
Aditya Birla Sun Life Banking & PSU Debt Fund  - REGULAR - MONTHLY IDCW,-,1000,{},Moderate,Aditya Birla Sun Life Mutual Fund,True
Aditya Birla Sun Life Banking & PSU Debt Fund  - REGULAR - Quarterly IDCW,-,1000,{},Moderate,Aditya Birla Sun Life Mutual Fund,True
Aditya Birla Sun Life Banking & PSU Debt Fund  - retail - monthly IDCW,-,1000,{},Moderate,Aditya Birla Sun Life Mutual Fund,True
Aditya Birla Sun Life Banking & PSU Debt Fund  - retail - quarterly IDCW,-,1000,{},Moderate,Aditya Birla Sun Life Mutual Fund,True
Aditya Birla Sun Life Banking & PSU Debt Fund - Regular Plan-Growth,-,1000,{},Moderate,Aditya Birla Sun Life Mutual Fund,True
Aditya Birla Sun Life Banking & PSU Debt Fund - Retail Plan-Growth,-,1000,{},Moderate,Aditya Birla Sun Life Mutual Fund,True
Aditya Birla Sun Life Banking & PSU Debt Fund- Direct Plan-Growth,-,1000,{},Moderate,Aditya Birla Sun Life Mutual Fund,True
Axis Banking & PSU Debt Fund - Direct Plan - Bonus Option,-,1000,{},Moderate,Axis Mutual Fund,True
Axis Banking & PSU Debt Fund - Direct Plan - Daily IDCW,INF846K01CU0,1000,{},Moderate,Axis Mutual Fund,True
Axis Banking & PSU Debt Fund - Direct Plan - Growth Option,-,1000,{},Moderate,Axis Mutual Fund,True
Axis Banking & PSU Debt Fund - Direct Plan - Monthly IDCW,INF846K01CS4,1000,{},Moderate,Axis Mutual Fund,True
Axis Banking & PSU Debt Fund - Direct Plan - Weekly IDCW,INF846K01CW6,1000,{},Moderate,Axis Mutual Fund,True
Axis Banking & PSU Debt Fund - Regular Plan - Bonus Option,-,1000,{},Moderate,Axis Mutual Fund,True
Axis Banking & PSU Debt Fund - Regular Plan - Daily IDCW,INF846K01CC8,1000,{},Moderate,Axis Mutual Fund,True
Axis Banking & PSU Debt Fund - Regular Plan - Growth option,-,1000,{},Moderate,Axis Mutual Fund,True
Axis Banking & PSU Debt Fund - Regular Plan - Monthly IDCW,INF846K01CG9,1000,{},Moderate,Axis Mutual Fund,True
Axis Banking & PSU Debt Fund - Regular Plan - Weekly IDCW,INF846K01CE4,1000,{},Moderate,Axis Mutual Fund,True
Bajaj Finserv Banking and PSU Fund-  Direct Plan-Monthly- IDCW,INF0QA701631,1000,{},Moderate,Bajaj Finserv Mutual Fund,True
Bajaj Finserv Banking and PSU Fund- Direct Plan- IDCW,INF0QA701623,1000,{},Moderate,Bajaj Finserv Mutual Fund,True
Bajaj Finserv Banking and PSU Fund- Regular Plan- Growth,-,1000,{},Moderate,Bajaj Finserv Mutual Fund,True
Bajaj Finserv Banking and PSU Fund- Regular Plan- IDCW,INF0QA701573,1000,{},Moderate,Bajaj Finserv Mutual Fund,True
Bajaj Finserv Banking and PSU Fund-Direct Plan- Growth,-,1000,{},Moderate,Bajaj Finserv Mutual Fund,True
Bajaj Finserv Banking and PSU Fund-Regular Plan-Monthly-IDCW,INF0QA701581,1000,{},Moderate,Bajaj Finserv Mutual Fund,True
BANDHAN Banking & PSU Debt Fund - Direct Annual IDCW,-,1000,{},Moderate,Bandhan Mutual Fund,True
BANDHAN Banking & PSU Debt Fund - Direct Daily IDCW,INF194KA1JD3,1000,{},Moderate,Bandhan Mutual Fund,True
BANDHAN Banking & PSU Debt Fund - Direct Fortnightly IDCW,INF194K010N5,1000,{},Moderate,Bandhan Mutual Fund,True
BANDHAN Banking & PSU Debt Fund - Direct Growth,-,1000,{},Moderate,Bandhan Mutual Fund,True
BANDHAN Banking & PSU Debt Fund - Direct IDCW,INF194K017G4,1000,{},Moderate,Bandhan Mutual Fund,True
BANDHAN Banking & PSU Debt Fund - Direct Monthly IDCW,INF194K011N3,1000,{},Moderate,Bandhan Mutual Fund,True
BANDHAN Banking & PSU Debt Fund - Direct Quarterly IDCW,-,1000,{},Moderate,Bandhan Mutual Fund,True
BANDHAN Banking & PSU Debt Fund - Regular Annual IDCW,-,1000,{},Moderate,Bandhan Mutual Fund,True
BANDHAN Banking & PSU Debt Fund - Regular Daily IDCW,INF194KA1JC5,1000,{},Moderate,Bandhan Mutual Fund,True
BANDHAN Banking & PSU Debt Fund - Regular Fortnightly IDCW,INF194K016M4,1000,{},Moderate,Bandhan Mutual Fund,True
BANDHAN Banking & PSU Debt Fund - Regular Growth,-,1000,{},Moderate,Bandhan Mutual Fund,True
BANDHAN Banking & PSU Debt Fund - Regular IDCW,INF194K012D2,1000,{},Moderate,Bandhan Mutual Fund,True
BANDHAN Banking & PSU Debt Fund - Regular Monthly IDCW,INF194K017M2,1000,{},Moderate,Bandhan Mutual Fund,True
BANDHAN Banking & PSU Debt Fund - Regular Quarterly IDCW,-,1000,{},Moderate,Bandhan Mutual Fund,True
Baroda BNP Paribas Banking and PSU Bond Fund -Direct Plan-Monthly IDCW Option,INF955L01KG9,1000,{},Moderate,Baroda BNP Paribas Mutual Fund,True
Baroda BNP Paribas Banking and PSU Bond Fund- Direct Plan -Growth Option,-,1000,{},Moderate,Baroda BNP Paribas Mutual Fund,True
Baroda BNP Paribas Banking and PSU Bond Fund-Direct plan-Quarterly IDCW Option,INF955L01KE4,1000,{},Moderate,Baroda BNP Paribas Mutual Fund,True
Baroda BNP Paribas Banking and PSU Bond Fund-Regular Plan -Growth Option,-,1000,{},Moderate,Baroda BNP Paribas Mutual Fund,True
Baroda BNP Paribas Banking and PSU Bond Fund-Regular Plan -Monthly IDCW Option,INF955L01KB0,1000,{},Moderate,Baroda BNP Paribas Mutual Fund,True
Baroda BNP Paribas Banking and PSU Bond Fund-Regular Plan-Quarterly IDCW Option,INF955L01JZ1,1000,{},Moderate,Baroda BNP Paribas Mutual Fund,True
Canara Robeco Banking and PSU Debt Fund- Direct Plan- Growth Option,-,1000,{},Moderate,Canara Robeco Mutual Fund,True
Canara Robeco Banking and PSU Debt Fund- Direct Plan- IDCW Payout,INF760K01KD2,1000,{},Moderate,Canara Robeco Mutual Fund,True
Canara Robeco Banking and PSU Debt Fund- Regular Plan- Growth Option,-,1000,{},Moderate,Canara Robeco Mutual Fund,True
Canara Robeco Banking and PSU Debt Fund- Regular Plan- IDCW (Payout/ Reinvestment),INF760K01KG5,1000,{},Moderate,Canara Robeco Mutual Fund,True
DSP Banking & PSU Debt Fund - Direct Plan - Growth,-,1000,{},Moderate,DSP Mutual Fund,True
DSP Banking & PSU Debt Fund - Direct Plan - IDCW,INF740K01A26,1000,{},Moderate,DSP Mutual Fund,True
DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Daily Reinvest,INF740KA1OF7,1000,{},Moderate,DSP Mutual Fund,True
DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Monthly,INF740K01ZY8,1000,{},Moderate,DSP Mutual Fund,True
DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Quarterly,INF740K01A00,1000,{},Moderate,DSP Mutual Fund,True
DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Weekly,INF740KA1OH3,1000,{},Moderate,DSP Mutual Fund,True
DSP Banking & PSU Debt Fund - Regular Plan - Growth,-,1000,{},Moderate,DSP Mutual Fund,True
DSP Banking & PSU Debt Fund - Regular Plan - IDCW,INF740K01ZV4,1000,{},Moderate,DSP Mutual Fund,True
DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Daily Reinvest,INF740KA1OI1,1000,{},Moderate,DSP Mutual Fund,True
DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Monthly,INF740K01ZR2,1000,{},Moderate,DSP Mutual Fund,True
DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Quarterly,INF740K01ZT8,1000,{},Moderate,DSP Mutual Fund,True
DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Weekly,INF740KA1OK7,1000,{},Moderate,DSP Mutual Fund,True
Edelweiss Banking and PSU Debt Fund - Direct Plan - Growth Option,-,1000,{},Moderate,Edelweiss Mutual Fund,True
Edelweiss Banking and PSU Debt Fund - Direct Plan - IDCW Option,INF843K01FE4,1000,{},Moderate,Edelweiss Mutual Fund,True
Edelweiss Banking and PSU Debt Fund - Direct Plan Fortnightly - IDCW Option,-,1000,{},Moderate,Edelweiss Mutual Fund,True
Edelweiss Banking and PSU Debt Fund - Direct Plan Monthly - IDCW Option,INF843K01FH7,1000,{},Moderate,Edelweiss Mutual Fund,True
Edelweiss Banking and PSU Debt Fund - Direct Plan weekly - IDCW Option,-,1000,{},Moderate,Edelweiss Mutual Fund,True
Edelweiss Banking and PSU Debt Fund - Regular Plan - Growth Option,-,1000,{},Moderate,Edelweiss Mutual Fund,True
Edelweiss Banking and PSU Debt Fund - Regular Plan - IDCW Option,INF843K01FM7,1000,{},Moderate,Edelweiss Mutual Fund,True
Edelweiss Banking and PSU Debt Fund - Regular Plan Fortnightly - IDCW Option,-,1000,{},Moderate,Edelweiss Mutual Fund,True
Edelweiss Banking and PSU Debt Fund - Regular Plan Monthly - IDCW Option,INF843K01FP0,1000,{},Moderate,Edelweiss Mutual Fund,True
Edelweiss Banking and PSU Debt Fund - Regular Plan Weekly - IDCW Option,-,1000,{},Moderate,Edelweiss Mutual Fund,True
Franklin India Banking & PSU Debt Fund - Direct - Growth,-,1000,{},Moderate,Franklin Templeton Mutual Fund,True
Franklin India Banking & PSU Debt Fund - Growth,-,1000,{},Moderate,Franklin Templeton Mutual Fund,True
Franklin India Banking and PSU Debt Fund - Direct - IDCW,INF090I01KT4,1000,{},Moderate,Franklin Templeton Mutual Fund,True
Franklin India Banking and PSU Debt Fund - IDCW,INF090I01KQ0,1000,{},Moderate,Franklin Templeton Mutual Fund,True
HDFC Banking and PSU Debt Fund - Growth Option,-,1000,{},Moderate,HDFC Mutual Fund,True
HDFC Banking and PSU Debt Fund - Growth Option - Direct Plan,-,1000,{},Moderate,HDFC Mutual Fund,True
HDFC Banking and PSU Debt Fund - IDCW Option,INF179KA1JE0,1000,{},Moderate,HDFC Mutual Fund,True
HDFC Banking and PSU Debt Fund - IDCW Option - Direct Plan,INF179KA1JB6,1000,{},Moderate,HDFC Mutual Fund,True
HSBC Banking and PSU Debt Fund - Direct Daily IDCW,INF917K01HL7,1000,{},Moderate,HSBC Mutual Fund,True
HSBC Banking and PSU Debt Fund - Direct Growth,-,1000,{},Moderate,HSBC Mutual Fund,True
HSBC Banking and PSU Debt Fund - Direct Monthly IDCW,INF917K01HI3,1000,{},Moderate,HSBC Mutual Fund,True
HSBC Banking and PSU Debt Fund - Direct Weekly IDCW,INF917K01HK9,1000,{},Moderate,HSBC Mutual Fund,True
HSBC Banking and PSU Debt Fund - Regular Daily IDCW,INF677K01AF4,1000,{},Moderate,HSBC Mutual Fund,True
HSBC Banking and PSU Debt Fund - Regular Growth,-,1000,{},Moderate,HSBC Mutual Fund,True
HSBC Banking and PSU Debt Fund - Regular Monthly IDCW,INF677K01AJ6,1000,{},Moderate,HSBC Mutual Fund,True
HSBC Banking and PSU Debt Fund - Regular Weekly IDCW,INF917K01HM5,1000,{},Moderate,HSBC Mutual Fund,True
ICICI Prudential Banking and PSU Debt Fund -  Daily IDCW,INF109K01RV9,1000,{},Moderate,ICICI Prudential Mutual Fund,True
ICICI Prudential Banking and PSU Debt Fund -  Weekly IDCW,INF109K01RU1,1000,{},Moderate,ICICI Prudential Mutual Fund,True
ICICI Prudential Banking and PSU Debt Fund - Bonus,-,1000,{},Moderate,ICICI Prudential Mutual Fund,True
ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Daily IDCW,INF109K01Z97,1000,{},Moderate,ICICI Prudential Mutual Fund,True
ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Growth,-,1000,{},Moderate,ICICI Prudential Mutual Fund,True
ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Quarterly IDCW,INF109K012A2,1000,{},Moderate,ICICI Prudential Mutual Fund,True
ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Weekly IDCW,INF109K014A8,1000,{},Moderate,ICICI Prudential Mutual Fund,True
ICICI Prudential Banking and PSU Debt Fund - Direct Plan Bonus,-,1000,{},Moderate,ICICI Prudential Mutual Fund,True
ICICI Prudential Banking and PSU Debt Fund - Direct Plan Half Yearly IDCW Option,INF109KA1M88,1000,{},Moderate,ICICI Prudential Mutual Fund,True
ICICI Prudential Banking and PSU Debt Fund - Growth,-,1000,{},Moderate,ICICI Prudential Mutual Fund,True
ICICI Prudential Banking and PSU Debt Fund - Quarterly IDCW,INF109K01YD3,1000,{},Moderate,ICICI Prudential Mutual Fund,True
ICICI Prudential Banking and PSU Debt Fund Half Yearly IDCW Option,INF109KA1M62,1000,{},Moderate,ICICI Prudential Mutual Fund,True
ICICI Prudential Banking and PSU Debt Fund Retail Daily Dividend,INF109K01JM5,1000,{},Moderate,ICICI Prudential Mutual Fund,True
ICICI Prudential Banking and PSU Debt Fund Retail Growth,-,1000,{},Moderate,ICICI Prudential Mutual Fund,True
ICICI Prudential Banking and PSU Debt Fund Retail Weekly Dividend,INF109K01IJ3,1000,{},Moderate,ICICI Prudential Mutual Fund,True
Invesco India Banking and PSU Fund - Daily IDCW (Reinvestment),INF205K01JX8,1000,{},Moderate,Invesco Mutual Fund,True
Invesco India Banking and PSU Fund - Direct Plan -  Growth Option,-,1000,{},Moderate,Invesco Mutual Fund,True
Invesco India Banking and PSU Fund - Direct Plan - Daily IDCW (Reinvestment),INF205K01KS6,1000,{},Moderate,Invesco Mutual Fund,True
Invesco India Banking and PSU Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),INF205K01KV0,1000,{},Moderate,Invesco Mutual Fund,True
Invesco India Banking and PSU Fund - Growth Option,-,1000,{},Moderate,Invesco Mutual Fund,True
Invesco India Banking and PSU Fund - Monthly IDCW (Payout / Reinvestment),INF205K01JY6,1000,{},Moderate,Invesco Mutual Fund,True
ITI Banking & PSU Debt Fund - Direct Plan - Growth Option,-,1000,{},Moderate,ITI Mutual Fund,True
ITI Banking & PSU Debt Fund - Direct Plan - IDCW Option,INF00XX01887,1000,{},Moderate,ITI Mutual Fund,True
ITI Banking & PSU Debt Fund - Regular Plan - Growth Option,-,1000,{},Moderate,ITI Mutual Fund,True
ITI Banking & PSU Debt Fund - Regular Plan - IDCW Option,INF00XX01853,1000,{},Moderate,ITI Mutual Fund,True
Kotak Banking and PSU Debt - Annual Dividend,INF174K01FR6,1000,{},Moderate,Kotak Mahindra Mutual Fund,True
Kotak Banking and PSU Debt - Daily Dividend Reinvestment,INF174K01SD9,1000,{},Moderate,Kotak Mahindra Mutual Fund,True
Kotak Banking and PSU Debt - Direct Daily Dividend Reinvestment,-,1000,{},Moderate,Kotak Mahindra Mutual Fund,True
Kotak Banking and PSU Debt - Growth,-,1000,{},Moderate,Kotak Mahindra Mutual Fund,True
Kotak Banking and PSU Debt - Monthly Payout of Income Distribution cum capital withdrawal option,INF174K01FP0,1000,{},Moderate,Kotak Mahindra Mutual Fund,True
Kotak Banking and PSU Debt Direct - Annual Dividend,INF174K01KJ3,1000,{},Moderate,Kotak Mahindra Mutual Fund,True
Kotak Banking and PSU Debt Direct - Growth,-,1000,{},Moderate,Kotak Mahindra Mutual Fund,True
Kotak Banking and PSU Debt Direct - Monthly Payout of Income Distribution cum capital withdrawal option,-,1000,{},Moderate,Kotak Mahindra Mutual Fund,True
LIC MF Banking & PSU Fund-Direct Plan-Daily IDCW,INF767K01GM6,1000,{},Moderate,LIC Mutual Fund,True
LIC MF Banking & PSU Fund-Direct Plan-Growth,-,1000,{},Moderate,LIC Mutual Fund,True
LIC MF Banking & PSU Fund-Direct Plan-Monthly IDCW,INF767K01GN4,1000,{},Moderate,LIC Mutual Fund,True
LIC MF Banking & PSU Fund-Direct Plan-Weekly IDCW,INF767K01GO2,1000,{},Moderate,LIC Mutual Fund,True
LIC MF Banking & PSU Fund-Regular Plan-Daily IDCW,INF767K01527,1000,{},Moderate,LIC Mutual Fund,True
LIC MF Banking & PSU Fund-Regular Plan-Growth,-,1000,{},Moderate,LIC Mutual Fund,True
LIC MF Banking & PSU Fund-Regular Plan-Monthly IDCW,INF767K01550,1000,{},Moderate,LIC Mutual Fund,True
LIC MF Banking & PSU Fund-Regular Plan-Weekly IDCW,INF767K01576,1000,{},Moderate,LIC Mutual Fund,True
Mirae Asset Banking and PSU Fund - Direct Plan - Growth,-,1000,{},Moderate,Mirae Asset Mutual Fund,True
Mirae Asset Banking and PSU Fund - Direct Plan - IDCW,INF769K01FZ6,1000,{},Moderate,Mirae Asset Mutual Fund,True
Mirae Asset Banking and PSU Fund - Regular Plan - Growth,-,1000,{},Moderate,Mirae Asset Mutual Fund,True
Mirae Asset Banking and PSU Fund - Regular plan - IDCW,INF769K01FW3,1000,{},Moderate,Mirae Asset Mutual Fund,True
Nippon India Banking  & PSU Debt Fund- Direct Plan-Growth Plan- Bonus Option,-,1000,{},Moderate,Nippon India Mutual Fund,True
Nippon India Banking  & PSU Debt Fund- Direct Plan-Growth Plan- Growth Option,-,1000,{},Moderate,Nippon India Mutual Fund,True
Nippon India Banking  & PSU Debt Fund- Growth Plan- Bonus Option,-,1000,{},Moderate,Nippon India Mutual Fund,True
Nippon India Banking  & PSU Debt Fund- Growth Plan- Growth Option,-,1000,{},Moderate,Nippon India Mutual Fund,True
NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - IDCW Option,INF204KA1U87,1000,{},Moderate,Nippon India Mutual Fund,True
NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - MONTHLY IDCW Option,INF204KA1V45,1000,{},Moderate,Nippon India Mutual Fund,True
NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - QUARTERLY IDCW Option,INF204KA1V03,1000,{},Moderate,Nippon India Mutual Fund,True
NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - WEEKLY IDCW Option,INF204KA1V29,1000,{},Moderate,Nippon India Mutual Fund,True
NIPPON INDIA BANKING & PSU DEBT FUND - IDCW Option,INF204KA1T80,1000,{},Moderate,Nippon India Mutual Fund,True
NIPPON INDIA BANKING & PSU DEBT FUND - MONTHLY IDCW Option,INF204KA1U46,1000,{},Moderate,Nippon India Mutual Fund,True
NIPPON INDIA BANKING & PSU DEBT FUND - QUARTERLY IDCW Option,INF204KA1U04,1000,{},Moderate,Nippon India Mutual Fund,True
NIPPON INDIA BANKING & PSU DEBT FUND - WEEKLY IDCW Option,INF204KA1U20,1000,{},Moderate,Nippon India Mutual Fund,True
SBI Banking & PSU Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01V16,1000,{},Moderate,SBI Mutual Fund,True
SBI BANKING & PSU FUND - Direct Plan - Growth,-,1000,{},Moderate,SBI Mutual Fund,True
SBI Banking & PSU Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01V57,1000,{},Moderate,SBI Mutual Fund,True
SBI Banking & PSU Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01V24,1000,{},Moderate,SBI Mutual Fund,True
SBI BANKING & PSU FUND - Regular Paln - Growth,-,1000,{},Moderate,SBI Mutual Fund,True
SBI Banking & PSU Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01U58,1000,{},Moderate,SBI Mutual Fund,True
SBI Banking & PSU Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01U90,1000,{},Moderate,SBI Mutual Fund,True
SBI Banking & PSU Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01U66,1000,{},Moderate,SBI Mutual Fund,True
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Direct Growth,-,1000,{},Moderate,Sundaram Mutual Fund,True
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Direct Monthly Dividend,INF903J013J2,1000,{},Moderate,Sundaram Mutual Fund,True
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Direct Quarterly Dividend,INF903J014J0,1000,{},Moderate,Sundaram Mutual Fund,True
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Annual Bonus,-,1000,{},Moderate,Sundaram Mutual Fund,True
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Daily Dividend Reinvestment,INF903J010I0,1000,{},Moderate,Sundaram Mutual Fund,True
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Growth,-,1000,{},Moderate,Sundaram Mutual Fund,True
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Monthly Dividend,INF903J012I6,1000,{},Moderate,Sundaram Mutual Fund,True
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Quarterly Bonus,-,1000,{},Moderate,Sundaram Mutual Fund,True
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Quarterly Dividend,INF903J013I4,1000,{},Moderate,Sundaram Mutual Fund,True
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Weekly Dividend,INF903J011I8,1000,{},Moderate,Sundaram Mutual Fund,True
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Bonus,-,1000,{},Moderate,Sundaram Mutual Fund,True
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),INF903J01PC1,1000,{},Moderate,Sundaram Mutual Fund,True
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Growth,-,1000,{},Moderate,Sundaram Mutual Fund,True
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),INF903J01PE7,1000,{},Moderate,Sundaram Mutual Fund,True
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Bonus,-,1000,{},Moderate,Sundaram Mutual Fund,True
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),INF903J01IP8,1000,{},Moderate,Sundaram Mutual Fund,True
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Growth,-,1000,{},Moderate,Sundaram Mutual Fund,True
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),INF903J01IR4,1000,{},Moderate,Sundaram Mutual Fund,True
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),INF903J01IQ6,1000,{},Moderate,Sundaram Mutual Fund,True
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Retail Plan - Growth,-,1000,{},Moderate,Sundaram Mutual Fund,True
Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Retail Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),INF903J01IM5,1000,{},Moderate,Sundaram Mutual Fund,True
TRUSTMF BANKING & PSU FUND - DIRECT GROWTH,-,1000,{},Moderate,Trust Mutual Fund,True
TRUSTMF BANKING & PSU FUND - REGULAR GROWTH,-,1000,{},Moderate,Trust Mutual Fund,True
TRUSTMF BANKING & PSU FUND DIRECT PLAN ANNUAL INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL OPTION,INF0GCD01172,1000,{},Moderate,Trust Mutual Fund,True
TRUSTMF BANKING & PSU FUND DIRECT PLAN DAILY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,INF0GCD01115,1000,{},Moderate,Trust Mutual Fund,True
TRUSTMF BANKING & PSU FUND DIRECT PLAN MONTHLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL OPTION,INF0GCD01131,1000,{},Moderate,Trust Mutual Fund,True
TRUSTMF BANKING & PSU FUND DIRECT PLAN QUARTERLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,INF0GCD01156,1000,{},Moderate,Trust Mutual Fund,True
TRUSTMF BANKING & PSU FUND DIRECT PLAN WEEKLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,INF0GCD01123,1000,{},Moderate,Trust Mutual Fund,True
TRUSTMF BANKING & PSU FUND REGULAR PLAN ANNUAL INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,INF0GCD01081,1000,{},Moderate,Trust Mutual Fund,True
TRUSTMF BANKING & PSU FUND REGULAR PLAN DAILY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,INF0GCD01024,1000,{},Moderate,Trust Mutual Fund,True
TRUSTMF BANKING & PSU FUND REGULAR PLAN MONTHLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,INF0GCD01040,1000,{},Moderate,Trust Mutual Fund,True
TRUSTMF BANKING & PSU FUND REGULAR PLAN QUARTERLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,INF0GCD01065,1000,{},Moderate,Trust Mutual Fund,True
TRUSTMF BANKING & PSU FUND REGULAR PLAN WEEKLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,INF0GCD01032,1000,{},Moderate,Trust Mutual Fund,True
UTI Banking & PSU Fund - Direct Plan - Annual IDCW,INF789FA1V11,1000,{},Moderate,UTI Mutual Fund,True
UTI Banking & PSU Fund - Direct Plan - Flexi IDCW,INF789FA1V37,1000,{},Moderate,UTI Mutual Fund,True
UTI Banking & PSU Fund - Direct Plan - Growth Option,-,1000,{},Moderate,UTI Mutual Fund,True
UTI Banking & PSU Fund - Direct Plan - Half-Yearly IDCW,INF789FA1U95,1000,{},Moderate,UTI Mutual Fund,True
UTI Banking & PSU Fund - Direct Plan - Monthly IDCW,INF789FC1HF8,1000,{},Moderate,UTI Mutual Fund,True
UTI Banking & PSU Fund - Direct Plan - Quarterly IDCW,INF789F017Z2,1000,{},Moderate,UTI Mutual Fund,True
UTI Banking & PSU Fund - Regular Plan - Annual IDCW,INF789FA1U53,1000,{},Moderate,UTI Mutual Fund,True
UTI Banking & PSU Fund - Regular Plan - Flexi IDCW,INF789FA1U79,1000,{},Moderate,UTI Mutual Fund,True
UTI Banking & PSU Fund - Regular Plan - Half-Yearly IDCW,INF789FA1U38,1000,{},Moderate,UTI Mutual Fund,True
UTI Banking & PSU Fund - Regular Plan - Monthly IDCW,INF789FC1HD3,1000,{},Moderate,UTI Mutual Fund,True
UTI Banking & PSU Fund - Regular Plan - Quarterly IDCW,INF789F013Z1,1000,{},Moderate,UTI Mutual Fund,True
UTI Banking & PSU Fund- Regular Plan - Growth Option,-,1000,{},Moderate,UTI Mutual Fund,True
