name,category,min_investment,returns,risk,fund_house,is_sip
Bajaj Finserv Overnight Fund - Direct Plan - Monthly - IDCW,INF0QA701219,1000,{},Moderate,Bajaj Finserv Mutual Fund,True
Bajaj Finserv Overnight Fund - Direct Plan - Weekly - IDCW,INF0QA701193,1000,{},Moderate,Bajaj Finserv Mutual Fund,True
Bajaj Finserv Overnight Fund - Regular Plan - Daily - IDCW,INF0QA701292,1000,{},Moderate,Bajaj Finserv Mutual Fund,True
Bajaj Finserv Overnight Fund - Regular Plan - Fortnightly - IDCW,INF0QA701276,1000,{},Moderate,Bajaj Finserv Mutual Fund,True
Bajaj Finserv Overnight Fund - Regular Plan - Growth,-,1000,{},Moderate,Bajaj Finserv Mutual Fund,True
Bajaj Finserv Overnight Fund - Regular Plan - Monthly - IDCW,INF0QA701284,1000,{},Moderate,Bajaj Finserv Mutual Fund,True
Bajaj Finserv Overnight Fund - Regular Plan - Weekly - IDCW,INF0QA701268,1000,{},Moderate,Bajaj Finserv Mutual Fund,True
BANDHAN Overnight Fund - Direct Plan - Daily IDCW,INF194KB1470,1000,{},Moderate,Bandhan Mutual Fund,True
BANDHAN Overnight Fund - Direct Plan - Growth,-,1000,{},Moderate,Bandhan Mutual Fund,True
BANDHAN Overnight Fund - Direct Plan - Monthly IDCW,INF194KB1504,1000,{},Moderate,Bandhan Mutual Fund,True
BANDHAN Overnight Fund - Direct Plan - Periodic IDCW,INF194KB1538,1000,{},Moderate,Bandhan Mutual Fund,True
BANDHAN Overnight Fund - Direct Plan - Weekly IDCW,INF194KB1561,1000,{},Moderate,Bandhan Mutual Fund,True
BANDHAN Overnight Fund - Regular Plan - Daily IDCW,INF194KB1348,1000,{},Moderate,Bandhan Mutual Fund,True
BANDHAN Overnight Fund - Regular Plan - Growth,-,1000,{},Moderate,Bandhan Mutual Fund,True
BANDHAN Overnight Fund - Regular Plan - Monthly IDCW,INF194KB1371,1000,{},Moderate,Bandhan Mutual Fund,True
BANDHAN Overnight Fund - Regular Plan - Weekly IDCW,INF194KB1439,1000,{},Moderate,Bandhan Mutual Fund,True
BANDHAN Overnight Fund - REGULAR PLAN PERIODIC IDCW,INF194KB1405,1000,{},Moderate,Bandhan Mutual Fund,True
BANK OF INDIA Overnight Fund Direct Plan Growth,-,1000,{},Moderate,Bank of India Mutual Fund,True
BANK OF INDIA Overnight Fund Direct Plan- Daily IDCW,INF761K01EV5,1000,{},Moderate,Bank of India Mutual Fund,True
BANK OF INDIA Overnight Fund Direct Plan- Monthly IDCW,INF761K01EX1,1000,{},Moderate,Bank of India Mutual Fund,True
BANK OF INDIA Overnight Fund Direct Plan- Weekly IDCW,INF761K01EW3,1000,{},Moderate,Bank of India Mutual Fund,True
BANK OF INDIA Overnight Fund Regular Plan Growth,-,1000,{},Moderate,Bank of India Mutual Fund,True
BANK OF INDIA Overnight Fund Regular Plan- Daily IDCW,INF761K01FA6,1000,{},Moderate,Bank of India Mutual Fund,True
BANK OF INDIA Overnight Fund Regular Plan- Monthly IDCW,INF761K01FC2,1000,{},Moderate,Bank of India Mutual Fund,True
BANK OF INDIA Overnight Fund Regular Plan- Weekly IDCW,INF761K01FB4,1000,{},Moderate,Bank of India Mutual Fund,True
BANK OF INDIA Overnight Fund Unclaimed IDCW Plan - Greater than 3 Years,-,1000,{},Moderate,Bank of India Mutual Fund,True
BANK OF INDIA Overnight Fund Unclaimed IDCW Plan - Up to 3 Years,-,1000,{},Moderate,Bank of India Mutual Fund,True
BANK OF INDIA Overnight Fund Unclaimed Redemption Plan - Greater than 3 Years,-,1000,{},Moderate,Bank of India Mutual Fund,True
BANK OF INDIA Overnight Fund Unclaimed Redemption Plan - Upto 3 Years,-,1000,{},Moderate,Bank of India Mutual Fund,True
Baroda BNP Paribas Overnight Fund - Direct Plan - Daily IDCW,INF955L01HW2,1000,{},Moderate,Baroda BNP Paribas Mutual Fund,True
Baroda BNP Paribas Overnight Fund - Direct Plan - Growth,-,1000,{},Moderate,Baroda BNP Paribas Mutual Fund,True
Baroda BNP Paribas Overnight Fund - Direct Plan - Weekly IDCW,INF955L01HX0,1000,{},Moderate,Baroda BNP Paribas Mutual Fund,True
Baroda BNP Paribas Overnight Fund - Plan C - Unclaimed IDCW - Greater than 3 years,-,1000,{},Moderate,Baroda BNP Paribas Mutual Fund,True
Baroda BNP Paribas Overnight Fund - Plan C - Unclaimed IDCW - Up to 3 years,-,1000,{},Moderate,Baroda BNP Paribas Mutual Fund,True
Baroda BNP Paribas Overnight Fund - Plan C - Unclaimed Redemption - Greater than 3 years,-,1000,{},Moderate,Baroda BNP Paribas Mutual Fund,True
Baroda BNP Paribas Overnight Fund - Plan C - Unclaimed Redemption - Up to 3 years,-,1000,{},Moderate,Baroda BNP Paribas Mutual Fund,True
Baroda BNP Paribas Overnight Fund - Regular Plan - Daily IDCW,INF955L01HT8,1000,{},Moderate,Baroda BNP Paribas Mutual Fund,True
Baroda BNP Paribas Overnight Fund - Regular Plan - Growth,-,1000,{},Moderate,Baroda BNP Paribas Mutual Fund,True
Baroda BNP Paribas Overnight Fund - Regular Plan - Weekly IDCW,INF955L01HU6,1000,{},Moderate,Baroda BNP Paribas Mutual Fund,True
CANARA ROBECO OVERNIGHT FUND - DIRECT PLAN - DAILY IDCW (Reinvestment),INF760K01JN3,1000,{},Moderate,Canara Robeco Mutual Fund,True
CANARA ROBECO OVERNIGHT FUND - DIRECT PLAN - GROWTH OPTION,-,1000,{},Moderate,Canara Robeco Mutual Fund,True
CANARA ROBECO OVERNIGHT FUND - REGULAR PLAN - DAILY IDCW (Reinvestment),INF760K01JP8,1000,{},Moderate,Canara Robeco Mutual Fund,True
CANARA ROBECO OVERNIGHT FUND - REGULAR PLAN - GROWTH OPTION,-,1000,{},Moderate,Canara Robeco Mutual Fund,True
DSP Overnight Fund - Direct Plan - Growth,-,1000,{},Moderate,DSP Mutual Fund,True
DSP Overnight Fund - Direct Plan - IDCW - Daily,INF740KA1OR2,1000,{},Moderate,DSP Mutual Fund,True
DSP Overnight Fund - Direct Plan - IDCW - Weekly,INF740KA1OT8,1000,{},Moderate,DSP Mutual Fund,True
DSP Overnight Fund - Regular Plan - Growth,-,1000,{},Moderate,DSP Mutual Fund,True
DSP Overnight Fund - Regular Plan - IDCW - Daily,INF740KA1OU6,1000,{},Moderate,DSP Mutual Fund,True
DSP Overnight Fund - Regular Plan - IDCW - Weekly,INF740KA1OW2,1000,{},Moderate,DSP Mutual Fund,True
Unclaimed IDCW - Beyond 3 years (Invested in DSP Overnight Fund),-,1000,{},Moderate,DSP Mutual Fund,True
Unclaimed IDCW - Upto 3 years (Invested in DSP Overnight Fund),-,1000,{},Moderate,DSP Mutual Fund,True
Unclaimed Redemption - Beyond 3 years (Invested in DSP Overnight Fund),-,1000,{},Moderate,DSP Mutual Fund,True
Unclaimed Redemption - Upto 3 years (Invested in DSP Overnight Fund),-,1000,{},Moderate,DSP Mutual Fund,True
Edelweiss Overnight Fund - Direct Plan - Annual - IDCW Option,INF754K01KC7,1000,{},Moderate,Edelweiss Mutual Fund,True
Edelweiss Overnight Fund - Direct Plan - Daily - IDCW Option,INF754K01JW7,1000,{},Moderate,Edelweiss Mutual Fund,True
Edelweiss Overnight Fund - Direct Plan - Fortnightly - IDCW Option,INF754K01JY3,1000,{},Moderate,Edelweiss Mutual Fund,True
Edelweiss Overnight Fund - Direct Plan - Growth,-,1000,{},Moderate,Edelweiss Mutual Fund,True
Edelweiss Overnight Fund - Direct Plan - Monthly - IDCW Option,INF754K01KA1,1000,{},Moderate,Edelweiss Mutual Fund,True
Edelweiss Overnight Fund - Direct Plan - Weekly - IDCW Option,INF754K01JX5,1000,{},Moderate,Edelweiss Mutual Fund,True
Edelweiss Overnight Fund - Regular Plan - Annual - IDCW Option,INF754K01KL8,1000,{},Moderate,Edelweiss Mutual Fund,True
Edelweiss Overnight Fund - Regular Plan - Daily - IDCW Option,INF754K01KF0,1000,{},Moderate,Edelweiss Mutual Fund,True
Edelweiss Overnight Fund - Regular Plan - Fortnightly - IDCW Option,INF754K01KH6,1000,{},Moderate,Edelweiss Mutual Fund,True
Edelweiss Overnight Fund - Regular Plan - Growth,-,1000,{},Moderate,Edelweiss Mutual Fund,True
Edelweiss Overnight Fund - Regular Plan - Monthly - IDCW Option,INF754K01KJ2,1000,{},Moderate,Edelweiss Mutual Fund,True
Edelweiss Overnight Fund - Regular Plan - Weekly - IDCW Option,INF754K01KG8,1000,{},Moderate,Edelweiss Mutual Fund,True
Edelweiss Overnight Fund - Unclaimed IDCW Plan - Above 3 years,-,1000,{},Moderate,Edelweiss Mutual Fund,True
Edelweiss Overnight Fund - Unclaimed IDCW Plan - Upto 3 years,-,1000,{},Moderate,Edelweiss Mutual Fund,True
Edelweiss Overnight Fund - Unclaimed Redemption Plan - Above 3 years,-,1000,{},Moderate,Edelweiss Mutual Fund,True
Edelweiss Overnight Fund - Unclaimed Redemption Plan - Upto 3 years,-,1000,{},Moderate,Edelweiss Mutual Fund,True
Franklin India Overnight Fund - Daily Dividend Plan - Daily - IDCW,INF090I01SM2,1000,{},Moderate,Franklin Templeton Mutual Fund,True
Franklin India Overnight Fund - Direct Daily Dividend Plan - Daily - IDCW,INF090I01ST7,1000,{},Moderate,Franklin Templeton Mutual Fund,True
Franklin India Overnight Fund - Direct Weekly Dividend Plan - Weekly - IDCW,INF090I01SQ3,1000,{},Moderate,Franklin Templeton Mutual Fund,True
Franklin India Overnight Fund - Weekly Dividend Plan - Weekly - IDCW,INF090I01SP5,1000,{},Moderate,Franklin Templeton Mutual Fund,True
Franklin India Overnight fund- Growth,-,1000,{},Moderate,Franklin Templeton Mutual Fund,True
Franklin India Overnight Fund- Growth - Direct,-,1000,{},Moderate,Franklin Templeton Mutual Fund,True
Franklin India Overnight Fund- Unclaimed IDCW Investor Education Plan,-,1000,{},Moderate,Franklin Templeton Mutual Fund,True
Franklin India Overnight Fund- Unclaimed IDCW Plan,-,1000,{},Moderate,Franklin Templeton Mutual Fund,True
Franklin India Overnight Fund- Unclaimed Redemption Investor EducationPlan,-,1000,{},Moderate,Franklin Templeton Mutual Fund,True
Franklin India Overnight Fund- Unclaimed Redemption Plan,-,1000,{},Moderate,Franklin Templeton Mutual Fund,True
Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Direct Plan- - Income Distribution cum capital withdrawal Option ( Reinvestment),INF666M01GM6,1000,{},Moderate,Groww Mutual Fund,True
Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Direct Plan- Fortnightly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),INF666M01GQ7,1000,{},Moderate,Groww Mutual Fund,True
Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Direct Plan- Growth Option,-,1000,{},Moderate,Groww Mutual Fund,True
Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),INF666M01GS3,1000,{},Moderate,Groww Mutual Fund,True
Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Direct Plan- Weekly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),INF666M01GO2,1000,{},Moderate,Groww Mutual Fund,True
Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Regular Plan- - Income Distribution cum capital withdrawal Option ( Reinvestment),INF666M01GU9,1000,{},Moderate,Groww Mutual Fund,True
Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Regular Plan- Fortnightly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),INF666M01GY1,1000,{},Moderate,Groww Mutual Fund,True
Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Regular Plan- Growth Option,-,1000,{},Moderate,Groww Mutual Fund,True
Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Regular Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),INF666M01HA9,1000,{},Moderate,Groww Mutual Fund,True
Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Regular Plan- Weekly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),INF666M01GW5,1000,{},Moderate,Groww Mutual Fund,True
Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Unclaimed Dividend < 3 years,-,1000,{},Moderate,Groww Mutual Fund,True
Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Unclaimed Dividend > 3 Years,-,1000,{},Moderate,Groww Mutual Fund,True
Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Unclaimed Redemption < 3 Years,-,1000,{},Moderate,Groww Mutual Fund,True
Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Unclaimed Redemption > 3 Years,-,1000,{},Moderate,Groww Mutual Fund,True
HDFC Overnight Fund - Daily IDCW Option - Direct Plan,INF179KB1HY1,1000,{},Moderate,HDFC Mutual Fund,True
HDFC Overnight Fund - Growth Option,-,1000,{},Moderate,HDFC Mutual Fund,True
HDFC Overnight Fund - Growth Option - Direct Plan,-,1000,{},Moderate,HDFC Mutual Fund,True
HDFC Overnight Fund - IDCW Option (Daily),INF179KB1IF8,1000,{},Moderate,HDFC Mutual Fund,True
Helios Overnight Fund - Direct Plan - Daily IDCW Option,-,1000,{},Moderate,Helios Mutual Fund,True
Helios Overnight Fund - Direct Plan - Growth Option,-,1000,{},Moderate,Helios Mutual Fund,True
Helios Overnight Fund - Regular Plan - Daily IDCW Option,-,1000,{},Moderate,Helios Mutual Fund,True
Helios Overnight Fund - Regular Plan - Growth Option,-,1000,{},Moderate,Helios Mutual Fund,True
HSBC Overnight Fund - Direct Daily IDCW,INF336L01OG4,1000,{},Moderate,HSBC Mutual Fund,True
HSBC Overnight Fund - Direct Growth,-,1000,{},Moderate,HSBC Mutual Fund,True
HSBC Overnight Fund - Direct Monthly IDCW,INF336L01OI0,1000,{},Moderate,HSBC Mutual Fund,True
HSBC Overnight Fund - Direct Weekly IDCW,INF336L01OH2,1000,{},Moderate,HSBC Mutual Fund,True
HSBC Overnight Fund - Regular Daily IDCW,INF336L01OM2,1000,{},Moderate,HSBC Mutual Fund,True
HSBC Overnight Fund - Regular Growth,-,1000,{},Moderate,HSBC Mutual Fund,True
HSBC Overnight Fund - Regular Monthly IDCW,INF336L01OO8,1000,{},Moderate,HSBC Mutual Fund,True
HSBC Overnight Fund - Regular Weekly IDCW,INF336L01ON0,1000,{},Moderate,HSBC Mutual Fund,True
HSBC Overnight Fund - Unclaimed IDCW Above three years,-,1000,{},Moderate,HSBC Mutual Fund,True
HSBC Overnight Fund - Unclaimed IDCW Below three years,-,1000,{},Moderate,HSBC Mutual Fund,True
HSBC Overnight Fund - Unclaimed Redemption above three years,-,1000,{},Moderate,HSBC Mutual Fund,True
HSBC Overnight Fund - Unclaimed Redemption Below three years,-,1000,{},Moderate,HSBC Mutual Fund,True
ICICI Prudential Overnight Fund - Annual IDCW,INF109KC10G3,1000,{},Moderate,ICICI Prudential Mutual Fund,True
ICICI Prudential Overnight Fund - Daily IDCW,INF109KC18E1,1000,{},Moderate,ICICI Prudential Mutual Fund,True
ICICI Prudential Overnight Fund - Direct Plan - Annual IDCW,INF109KC14H3,1000,{},Moderate,ICICI Prudential Mutual Fund,True
ICICI Prudential Overnight Fund - Direct Plan - Daily IDCW,INF109KC12G9,1000,{},Moderate,ICICI Prudential Mutual Fund,True
ICICI Prudential Overnight Fund - Direct Plan - Fortnightly IDCW,INF109KC17G8,1000,{},Moderate,ICICI Prudential Mutual Fund,True
ICICI Prudential Overnight Fund - Direct Plan - Growth,-,1000,{},Moderate,ICICI Prudential Mutual Fund,True
ICICI Prudential Overnight Fund - Direct Plan - Half Yearly IDCW,INF109KC12H7,1000,{},Moderate,ICICI Prudential Mutual Fund,True
ICICI Prudential Overnight Fund - Direct Plan - Monthly IDCW,INF109KC14G5,1000,{},Moderate,ICICI Prudential Mutual Fund,True
ICICI Prudential Overnight Fund - Direct Plan - Quarterly IDCW,INF109KC10H1,1000,{},Moderate,ICICI Prudential Mutual Fund,True
ICICI Prudential Overnight fund - Direct Plan - Unclaimed IDCW Stable Scheme,-,1000,{},Moderate,ICICI Prudential Mutual Fund,True
ICICI Prudential Overnight fund - Direct Plan - Unclaimed IDCW Transitory Scheme,-,1000,{},Moderate,ICICI Prudential Mutual Fund,True
ICICI Prudential Overnight fund - Direct Plan - Unclaimed Redemption Stable Scheme,-,1000,{},Moderate,ICICI Prudential Mutual Fund,True
ICICI Prudential Overnight fund - Direct Plan - Unclaimed Redemption Transitory Scheme,-,1000,{},Moderate,ICICI Prudential Mutual Fund,True
ICICI Prudential Overnight Fund - Direct Plan - Weekly IDCW,INF109KC15G2,1000,{},Moderate,ICICI Prudential Mutual Fund,True
ICICI Prudential Overnight Fund - Fortnightly IDCW,INF109KC13F9,1000,{},Moderate,ICICI Prudential Mutual Fund,True
ICICI Prudential Overnight Fund - Growth,-,1000,{},Moderate,ICICI Prudential Mutual Fund,True
ICICI Prudential Overnight Fund - Half Yearly IDCW,INF109KC18F8,1000,{},Moderate,ICICI Prudential Mutual Fund,True
ICICI Prudential Overnight Fund - Monthly IDCW,INF109KC10F5,1000,{},Moderate,ICICI Prudential Mutual Fund,True
ICICI Prudential Overnight Fund - Quarterly IDCW,INF109KC16F2,1000,{},Moderate,ICICI Prudential Mutual Fund,True
ICICI Prudential Overnight Fund - Weekly IDCW,INF109KC11F3,1000,{},Moderate,ICICI Prudential Mutual Fund,True
Invesco India Overnight Fund - Direct Plan - Daily IDCW (Reinvestment),INF205KA1122,1000,{},Moderate,Invesco Mutual Fund,True
Invesco India Overnight Fund - Direct Plan - Growth,-,1000,{},Moderate,Invesco Mutual Fund,True
Invesco India Overnight Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),INF205KA1148,1000,{},Moderate,Invesco Mutual Fund,True
Invesco India Overnight Fund - Direct Plan - Weekly IDCW (Reinvestment),INF205KA1130,1000,{},Moderate,Invesco Mutual Fund,True
Invesco India Overnight Fund - Regular Plan - Daily IDCW (Reinvestment),INF205KA1072,1000,{},Moderate,Invesco Mutual Fund,True
Invesco India Overnight Fund - Regular Plan - Growth,-,1000,{},Moderate,Invesco Mutual Fund,True
Invesco India Overnight Fund - Regular Plan - Monthly IDCW (Payout / Reinvestment),INF205KA1098,1000,{},Moderate,Invesco Mutual Fund,True
Invesco India Overnight Fund - Regular Plan - Weekly IDCW (Reinvestment),INF205KA1080,1000,{},Moderate,Invesco Mutual Fund,True
ITI Overnight Fund - Direct Plan - Annual IDCW Option,INF00XX01614,1000,{},Moderate,ITI Mutual Fund,True
ITI Overnight Fund - Direct Plan - Daily IDCW Option,INF00XX01572,1000,{},Moderate,ITI Mutual Fund,True
ITI Overnight Fund - Direct Plan - Fortnightly IDCW Option,INF00XX01598,1000,{},Moderate,ITI Mutual Fund,True
ITI Overnight Fund - Direct Plan - Growth Option,-,1000,{},Moderate,ITI Mutual Fund,True
ITI Overnight Fund - Direct Plan - Monthly IDCW Option,INF00XX01606,1000,{},Moderate,ITI Mutual Fund,True
ITI Overnight Fund - Direct Plan - Weekly IDCW option,INF00XX01580,1000,{},Moderate,ITI Mutual Fund,True
ITI Overnight Fund - Regular Plan - Annual IDCW Option,INF00XX01523,1000,{},Moderate,ITI Mutual Fund,True
ITI Overnight Fund - Regular Plan - Daily IDCW Option,INF00XX01481,1000,{},Moderate,ITI Mutual Fund,True
ITI Overnight Fund - Regular Plan - Fortnightly IDCW Option,INF00XX01507,1000,{},Moderate,ITI Mutual Fund,True
ITI Overnight Fund - Regular Plan - Growth Option,-,1000,{},Moderate,ITI Mutual Fund,True
ITI Overnight Fund - Regular Plan - Monthly IDCW Option,INF00XX01515,1000,{},Moderate,ITI Mutual Fund,True
ITI Overnight Fund - Regular Plan - Weekly IDCW Option,INF00XX01499,1000,{},Moderate,ITI Mutual Fund,True
JM Overnight Fund (Direct) - Daily IDCW,INF192K01LY2,1000,{},Moderate,JM Financial Mutual Fund,True
JM Overnight Fund (Direct) - Weekly IDCW,INF192K01MA0,1000,{},Moderate,JM Financial Mutual Fund,True
JM Overnight Fund (Regular) - Daily IDCW,INF192K01LU0,1000,{},Moderate,JM Financial Mutual Fund,True
JM Overnight Fund (Regular) - Growth,-,1000,{},Moderate,JM Financial Mutual Fund,True
JM Overnight Fund (Regular) - Weekly IDCW,INF192K01LW6,1000,{},Moderate,JM Financial Mutual Fund,True
JM Overnight Fund - (Direct) - Growth,-,1000,{},Moderate,JM Financial Mutual Fund,True
JM Overnight Fund - (Direct) - Unclaimed IDCW - Growth Plan,-,1000,{},Moderate,JM Financial Mutual Fund,True
JM Overnight Fund - (Direct) - Unclaimed IDCW I.E.F. - Growth Plan,-,1000,{},Moderate,JM Financial Mutual Fund,True
JM Overnight Fund - (Direct) - Unclaimed Redemption - Growth Plan,-,1000,{},Moderate,JM Financial Mutual Fund,True
JM Overnight Fund - (Direct) - Unclaimed Redemption I.E.F. - Growth Plan,-,1000,{},Moderate,JM Financial Mutual Fund,True
Kotak Overnight Fund -Direct Plan-Growth Option,-,1000,{},Moderate,Kotak Mahindra Mutual Fund,True
Kotak Overnight Fund -Regular plan-Growth Option,-,1000,{},Moderate,Kotak Mahindra Mutual Fund,True
Kotak Overnight Fund-Direct Plan- Daily Reinvestment of Income Distribution cum capital withdrawal option,INF174KA1BE2,1000,{},Moderate,Kotak Mahindra Mutual Fund,True
Kotak Overnight Fund-Regular Plan- Daily Reinvestment of Income Distribution cum capital withdrawal option,INF174KA1BB8,1000,{},Moderate,Kotak Mahindra Mutual Fund,True
LIC MF Overnight Fund-Direct Plan-Daily IDCW,INF767K01QG7,1000,{},Moderate,LIC Mutual Fund,True
LIC MF Overnight Fund-Direct Plan-Growth,-,1000,{},Moderate,LIC Mutual Fund,True
LIC MF Overnight Fund-Direct Plan-IDCW,INF767K01QF9,1000,{},Moderate,LIC Mutual Fund,True
LIC MF Overnight Fund-Direct Plan-Weekly IDCW,INF767K01QH5,1000,{},Moderate,LIC Mutual Fund,True
LIC MF Overnight Fund-Regular Plan-Daily IDCW,INF767K01QB8,1000,{},Moderate,LIC Mutual Fund,True
LIC MF Overnight Fund-Regular Plan-Growth,-,1000,{},Moderate,LIC Mutual Fund,True
LIC MF Overnight Fund-Regular Plan-IDCW,INF767K01QA0,1000,{},Moderate,LIC Mutual Fund,True
LIC MF Overnight Fund-Regular Plan-Weekly IDCW,INF767K01QC6,1000,{},Moderate,LIC Mutual Fund,True
Mahindra Manulife Overnight Fund - Direct Plan - Daily IDCW,INF174V01846,1000,{},Moderate,Mahindra Manulife Mutual Fund,True
Mahindra Manulife Overnight Fund - Direct Plan -Growth,-,1000,{},Moderate,Mahindra Manulife Mutual Fund,True
Mahindra Manulife Overnight Fund - Regular Plan - Daily IDCW,INF174V01820,1000,{},Moderate,Mahindra Manulife Mutual Fund,True
Mahindra Manulife Overnight Fund - Regular Plan - Growth,-,1000,{},Moderate,Mahindra Manulife Mutual Fund,True
Mahindra Manulife Overnight Fund - Unclaimed Redemption/IDCW beyond 3 years,-,1000,{},Moderate,Mahindra Manulife Mutual Fund,True
Mahindra Manulife Overnight Fund - Unclaimed Redemption/IDCW upto 3 years,-,1000,{},Moderate,Mahindra Manulife Mutual Fund,True
Mirae Asset Overnight Fund Direct Daily IDCW,INF769K01FJ0,1000,{},Moderate,Mirae Asset Mutual Fund,True
Mirae Asset Overnight Fund Direct Monthly IDCW,INF769K01FI2,1000,{},Moderate,Mirae Asset Mutual Fund,True
Mirae Asset Overnight Fund Direct Plan Growth,-,1000,{},Moderate,Mirae Asset Mutual Fund,True
Mirae Asset Overnight Fund Direct Weekly IDCW,INF769K01FK8,1000,{},Moderate,Mirae Asset Mutual Fund,True
Mirae Asset Overnight Fund Regular Daily  IDCW,INF769K01FL6,1000,{},Moderate,Mirae Asset Mutual Fund,True
Mirae Asset Overnight Fund Regular Monthly IDCW,INF769K01FH4,1000,{},Moderate,Mirae Asset Mutual Fund,True
Mirae Asset Overnight Fund Regular Plan Growth,-,1000,{},Moderate,Mirae Asset Mutual Fund,True
Mirae Asset Overnight Fund Regular Weekly IDCW,INF769K01FM4,1000,{},Moderate,Mirae Asset Mutual Fund,True
NIPPON INDIA OVERNIGHT FUND - DAILY IDCW Option,INF204KB1Q73,1000,{},Moderate,Nippon India Mutual Fund,True
NIPPON INDIA OVERNIGHT FUND - DIRECT Plan - DAILY IDCW Option,INF204KB1R49,1000,{},Moderate,Nippon India Mutual Fund,True
Nippon India Overnight Fund - Direct Plan - Growth Option,-,1000,{},Moderate,Nippon India Mutual Fund,True
NIPPON INDIA OVERNIGHT FUND - DIRECT Plan - MONTHLY IDCW Option,INF204KB1R72,1000,{},Moderate,Nippon India Mutual Fund,True
NIPPON INDIA OVERNIGHT FUND - DIRECT Plan - QUARTERLY IDCW Option,INF204KB1R98,1000,{},Moderate,Nippon India Mutual Fund,True
NIPPON INDIA OVERNIGHT FUND - DIRECT Plan - WEEKLY IDCW Option,INF204KB1R56,1000,{},Moderate,Nippon India Mutual Fund,True
NIPPON INDIA OVERNIGHT FUND - MONTHLY IDCW Option,INF204KB1R07,1000,{},Moderate,Nippon India Mutual Fund,True
NIPPON INDIA OVERNIGHT FUND - QUARTERLY IDCW Option,INF204KB1R23,1000,{},Moderate,Nippon India Mutual Fund,True
Nippon India Overnight Fund - Regular Plan - Growth Option,-,1000,{},Moderate,Nippon India Mutual Fund,True
NIPPON INDIA OVERNIGHT FUND - WEEKLY IDCW Option,INF204KB1Q81,1000,{},Moderate,Nippon India Mutual Fund,True
NJ Overnight Fund - Direct Plan - Growth Option,-,1000,{},Moderate,NJ Mutual Fund,True
NJ Overnight Fund - Regular Plan - Growth Option,-,1000,{},Moderate,NJ Mutual Fund,True
NJ Overnight Fund - Unclaimed Redemption Plan - Upto 3 Years,-,1000,{},Moderate,NJ Mutual Fund,True
PGIM India Overnight Fund - Direct Plan - Daily Dividend Option,INF663L01T35,1000,{},Moderate,PGIM India Mutual Fund,True
PGIM India Overnight Fund - Direct Plan - Growth Option,-,1000,{},Moderate,PGIM India Mutual Fund,True
PGIM India Overnight Fund - Direct Plan - Weekly Dividend Option,INF663L01T27,1000,{},Moderate,PGIM India Mutual Fund,True
PGIM India Overnight Fund - Regular Plan - Daily Dividend Option,INF663L01T76,1000,{},Moderate,PGIM India Mutual Fund,True
PGIM India Overnight Fund - Regular Plan - Weekly Dividend Option,INF663L01T68,1000,{},Moderate,PGIM India Mutual Fund,True
PGIM India Overnight Fund - Regular Plan- Growth Option,-,1000,{},Moderate,PGIM India Mutual Fund,True
quant Overnight Fund - Growth Option - Direct Plan,-,1000,{},Moderate,quant Mutual Fund,True
quant Overnight Fund - Growth Option - Regular Plan,-,1000,{},Moderate,quant Mutual Fund,True
quant Overnight Fund - IDCW Option - Direct Plan,INF966L01BB6,1000,{},Moderate,quant Mutual Fund,True
quant Overnight Fund - IDCW Option - Regular Plan,INF966L01BE0,1000,{},Moderate,quant Mutual Fund,True
Samco Overnight Fund - Direct Plan - Growth Option,-,1000,{},Moderate,Samco Mutual Fund,True
Samco Overnight Fund - Regular Plan - Growth Option,-,1000,{},Moderate,Samco Mutual Fund,True
Samco Overnight Fund - Unclaimed Redemption Upto 3 years,-,1000,{},Moderate,Samco Mutual Fund,True
SBI Overnight Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01TJ7,1000,{},Moderate,SBI Mutual Fund,True
SBI OVERNIGHT FUND - DIRECT PLAN - GROWTH,-,1000,{},Moderate,SBI Mutual Fund,True
SBI Overnight Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01TM1,1000,{},Moderate,SBI Mutual Fund,True
