code,name,amc,category,type
153342,Groww Nifty 200 ETF FOF - Regular - Growth,Groww Mutual Fund,-,Other
153344,Groww Nifty 200 ETF FOF - Regular - IDCW,Groww Mutual Fund,INF666M01JW9,Other
152771,Groww Nifty EV & New Age Automotive ETF FOF - Direct Plan - IDCW,Groww Mutual Fund,INF666M01IN0,Other
152773,Groww Nifty EV & New Age Automotive ETF FOF - Regular Plan - Growth,Groww Mutual Fund,-,Other
152772,Groww Nifty EV & New Age Automotive ETF FOF - Regular Plan - IDCW,Groww Mutual Fund,INF666M01IK6,Other
152770,Groww Nifty EV & New Age Automotive ETF FOF- Direct Plan - Growth,Groww Mutual Fund,-,Other
152926,Groww Nifty India Defence ETF FOF - Direct - IDCW,Groww Mutual Fund,INF666M01IS9,Other
152925,Groww Nifty India Defence ETF FOF - Direct Growth,Groww Mutual Fund,-,Other
152927,Groww Nifty India Defence ETF FOF - Regular - Growth,Groww Mutual Fund,-,Other
152928,Groww Nifty India Defence ETF FOF - Regular - IDCW,Groww Mutual Fund,INF666M01IV3,Other
148901,HDFC Asset Allocator Fund of Funds - Growth Option,HDFC Mutual Fund,-,Other
148903,HDFC Asset Allocator Fund of Funds - Growth Option -Direct Plan,HDFC Mutual Fund,-,Other
148900,HDFC Asset Allocator Fund of Funds - IDCW Option,HDFC Mutual Fund,-,Other
148902,HDFC Asset Allocator Fund of Funds - IDCW Option - Direct Plan,HDFC Mutual Fund,-,Other
119132,HDFC Gold ETF Fund of Fund - Direct Plan,HDFC Mutual Fund,-,Other
115934,HDFC Gold ETF Fund of Fund - Growth Option,HDFC Mutual Fund,-,Other
130533,HDFC Income Plus Arbitrage Active FOF - Growth Option,HDFC Mutual Fund,-,Other
130543,HDFC Income Plus Arbitrage Active FOF - Growth Option - Direct Plan,HDFC Mutual Fund,-,Other
130540,HDFC Income Plus Arbitrage Active FOF - IDCW Option,HDFC Mutual Fund,-,Other
130547,HDFC Income Plus Arbitrage Active FOF - IDCW Option - Direct Plan,HDFC Mutual Fund,-,Other
150736,HDFC Silver ETF Fund of Fund - Growth Option,HDFC Mutual Fund,-,Other
150737,HDFC Silver ETF Fund of Fund - Growth Option - Direct Plan,HDFC Mutual Fund,-,Other
129199,HSBC Aggressive Hybrid Active FOF - Dividend,HSBC Mutual Fund,INF336L01HZ8,Other
129201,HSBC Aggressive Hybrid Active FOF - Dividend Direct,HSBC Mutual Fund,INF336L01IC5,Other
129065,HSBC Aggressive Hybrid Active FOF - Growth,HSBC Mutual Fund,-,Other
129200,HSBC Aggressive Hybrid Active FOF - Growth Direct,HSBC Mutual Fund,-,Other
129195,HSBC Income Plus Arbitrage Active FOF - Growth,HSBC Mutual Fund,-,Other
129197,HSBC Income Plus Arbitrage Active FOF - Growth Direct,HSBC Mutual Fund,-,Other
129198,HSBC Income Plus Arbitrage Active FOF Direct Plan IDCW,HSBC Mutual Fund,INF336L01IO0,Other
129196,HSBC Income Plus Arbitrage Active FOF IDCW,HSBC Mutual Fund,INF336L01IL6,Other
129191,HSBC Multi Asset Active FOF - Growth,HSBC Mutual Fund,-,Other
129193,HSBC Multi Asset Active FOF - Growth Direct,HSBC Mutual Fund,-,Other
129194,HSBC Multi Asset Active FOF Direct Plan IDCW,HSBC Mutual Fund,INF336L01II2,Other
129192,HSBC Multi Asset Active FOF IDCW,HSBC Mutual Fund,INF336L01IF8,Other
120679,ICICI Prudential Asset Allocator Fund (FOF) - Direct Plan - Growth,ICICI Prudential Mutual Fund,-,Other
120680,ICICI Prudential Asset Allocator Fund (FOF) - Direct Plan - IDCW,ICICI Prudential Mutual Fund,INF109K01X08,Other
102137,ICICI Prudential Asset Allocator Fund (FOF) - Growth,ICICI Prudential Mutual Fund,-,Other
102138,ICICI Prudential Asset Allocator Fund (FOF) - IDCW,ICICI Prudential Mutual Fund,INF109K01845,Other
143904,ICICI Prudential BHARAT 22 FOF - Cumulative Option,ICICI Prudential Mutual Fund,-,Other
143903,ICICI Prudential BHARAT 22 FOF - Direct Plan Cumulative Option,ICICI Prudential Mutual Fund,-,Other
149331,ICICI Prudential BSE 500 ETF FOF - Direct Plan - Growth,ICICI Prudential Mutual Fund,-,Other
149333,ICICI Prudential BSE 500 ETF FOF - Direct Plan - IDCW,ICICI Prudential Mutual Fund,INF109KC1W17,Other
149334,ICICI Prudential BSE 500 ETF FOF - Growth,ICICI Prudential Mutual Fund,-,Other
149332,ICICI Prudential BSE 500 ETF FOF - IDCW,ICICI Prudential Mutual Fund,INF109KC1V83,Other
120703,ICICI Prudential Debt Management Fund (FOF) - Direct Plan -  IDCW,ICICI Prudential Mutual Fund,INF109K01X65,Other
120702,ICICI Prudential Debt Management Fund (FOF) - Direct Plan - Growth,ICICI Prudential Mutual Fund,-,Other
102141,ICICI Prudential Debt Management Fund (FOF) - Growth,ICICI Prudential Mutual Fund,-,Other
102143,ICICI Prudential Debt Management Fund (FOF ) - IDCW,ICICI Prudential Mutual Fund,INF109K01886,Other
147648,ICICI Prudential Global Advantage Fund (FOF) - Direct Plan - Growth Option,ICICI Prudential Mutual Fund,-,Other
147645,ICICI Prudential Global Advantage Fund (FOF) - Direct Plan - IDCW,ICICI Prudential Mutual Fund,-,Other
147647,ICICI Prudential Global Advantage Fund (FOF) - Growth Option,ICICI Prudential Mutual Fund,-,Other
147646,ICICI Prudential Global Advantage Fund (FOF) - IDCW,ICICI Prudential Mutual Fund,-,Other
120313,ICICI Prudential Income plus Arbitrage Active FOF - Direct Plan - Growth,ICICI Prudential Mutual Fund,-,Other
120314,ICICI Prudential Income plus Arbitrage Active FOF - Direct Plan - IDCW,ICICI Prudential Mutual Fund,INF109K01W74,Other
102139,ICICI Prudential Income Plus Arbitrage Active FOF - Growth,ICICI Prudential Mutual Fund,-,Other
102140,ICICI Prudential Income plus Arbitrage Active FOF - IDCW,ICICI Prudential Mutual Fund,INF109K01829,Other
148035,ICICI Prudential India Equity FOF - Direct Plan - Growth,ICICI Prudential Mutual Fund,-,Other
148036,ICICI Prudential India Equity FOF - Direct Plan - IDCW,ICICI Prudential Mutual Fund,INF109KC1I56,Other
148033,ICICI Prudential India Equity FOF - Growth,ICICI Prudential Mutual Fund,-,Other
148034,ICICI Prudential India Equity FOF - IDCW,ICICI Prudential Mutual Fund,INF109KC1I23,Other
148822,ICICI Prudential Nifty 100 Low Volatility 30 ETF FOF - Direct Plan - Growth,ICICI Prudential Mutual Fund,-,Other
148823,ICICI Prudential Nifty 100 Low Volatility 30 ETF FOF - Direct Plan - IDCW,ICICI Prudential Mutual Fund,INF109KC1P99,Other
148821,ICICI Prudential Nifty 100 Low Volatility 30 ETF FOF - Growth,ICICI Prudential Mutual Fund,-,Other
148824,ICICI Prudential Nifty 100 Low Volatility 30 ETF FOF - IDCW,ICICI Prudential Mutual Fund,INF109KC1P65,Other
149158,ICICI Prudential Nifty Alpha Low - Volatility 30 ETF FOF - Direct Plan - Growth,ICICI Prudential Mutual Fund,-,Other
149160,ICICI Prudential Nifty Alpha Low - Volatility 30 ETF FOF - Direct Plan - IDCW,ICICI Prudential Mutual Fund,INF109KC1R97,Other
149157,ICICI Prudential Nifty Alpha Low - Volatility 30 ETF FOF - Growth,ICICI Prudential Mutual Fund,-,Other
149159,ICICI Prudential Nifty Alpha Low - Volatility 30 ETF FOF - IDCW,ICICI Prudential Mutual Fund,INF109KC1R63,Other
149441,ICICI Prudential Passive Multi-Asset Fund of Funds - Direct Plan - Growth,ICICI Prudential Mutual Fund,-,Other
149442,ICICI Prudential Passive Multi-Asset Fund of Funds - Direct Plan - IDCW,ICICI Prudential Mutual Fund,INF109KC1Y31,Other
149439,ICICI Prudential Passive Multi-Asset Fund of Funds - Growth,ICICI Prudential Mutual Fund,-,Other
149440,ICICI Prudential Passive Multi-Asset Fund of Funds - IDCW,ICICI Prudential Mutual Fund,INF109KC1Y07,Other
102134,ICICI Prudential Passive Strategy Fund (FOF) - IDCW,ICICI Prudential Mutual Fund,INF109K01803,Other
120243,ICICI Prudential Passive Strategy Fund (FOF) - Direct Plan -  IDCW,ICICI Prudential Mutual Fund,INF109K01W41,Other
120242,ICICI Prudential Passive Strategy Fund (FOF) - Direct Plan - Growth,ICICI Prudential Mutual Fund,-,Other
102133,ICICI Prudential Passive Strategy Fund (FOF) - Growth,ICICI Prudential Mutual Fund,-,Other
120685,ICICI Prudential Regular Gold Savings Fund (FOF) - Direct Plan -  Growth,ICICI Prudential Mutual Fund,-,Other
120686,ICICI Prudential Regular Gold Savings Fund (FOF) - Direct Plan -  IDCW,ICICI Prudential Mutual Fund,INF109K01U84,Other
115833,ICICI Prudential Regular Gold Savings Fund (FOF) - Growth,ICICI Prudential Mutual Fund,-,Other
115834,ICICI Prudential Regular Gold Savings Fund (FOF) - IDCW,ICICI Prudential Mutual Fund,INF109K01TL6,Other
149775,ICICI PRUDENTIAL SILVER ETF FUND OF FUND - Direct Plan - Growth,ICICI Prudential Mutual Fund,-,Other
149776,ICICI PRUDENTIAL SILVER ETF FUND OF FUND - Direct Plan - IDCW,ICICI Prudential Mutual Fund,INF109KC1Z14,Other
149777,ICICI PRUDENTIAL SILVER ETF FUND OF FUND - Growth,ICICI Prudential Mutual Fund,-,Other
149778,ICICI PRUDENTIAL SILVER ETF FUND OF FUND - IDCW,ICICI Prudential Mutual Fund,INF109KC1Y80,Other
120700,ICICI Prudential Thematic Advantage Fund (FOF) - Direct Plan - Growth,ICICI Prudential Mutual Fund,-,Other
102135,ICICI Prudential Thematic Advantage Fund (FOF) - Growth,ICICI Prudential Mutual Fund,-,Other
102136,ICICI Prudential Thematic Advantage Fund (FOF) - IDCW,ICICI Prudential Mutual Fund,INF109K01860,Other
120530,Invesco India Gold ETF Fund of Fund - Direct Plan - IDCW (Payout / Reinvestment),Invesco Mutual Fund,INF205K01NI1,Other
120531,Invesco India Gold ETF Fund of Fund - Direct Plan- - Growth,Invesco Mutual Fund,-,Other
116077,Invesco India Gold ETF Fund of Fund - Growth,Invesco Mutual Fund,-,Other
116075,Invesco India Gold ETF Fund of Fund - IDCW (Payout / Reinvestment),Invesco Mutual Fund,INF205K01FC0,Other
114758,Kotak Gold Fund Growth,Kotak Mahindra Mutual Fund,-,Other
119781,Kotak Gold Fund Growth - Direct,Kotak Mahindra Mutual Fund,-,Other
114757,Kotak Gold Fund Payout of Income Distribution cum capital withdrawal option,Kotak Mahindra Mutual Fund,INF174K01AV9,Other
119780,Kotak Gold Fund Payout of Income Distribution cum capital withdrawal option- Direct,Kotak Mahindra Mutual Fund,INF174K01MR2,Other
150822,Kotak Income Plus Arbitrage FOF-Direct Plan-Growth,Kotak Mahindra Mutual Fund,-,Other
150823,Kotak Income Plus Arbitrage FOF-Direct Plan-IDCW,Kotak Mahindra Mutual Fund,INF174KA1KL8,Other
150820,Kotak Income Plus Arbitrage FOF-Regular Plan-Growth,Kotak Mahindra Mutual Fund,-,Other
150821,Kotak Income Plus Arbitrage FOF-Regular Plan-IDCW,Kotak Mahindra Mutual Fund,INF174KA1KI4,Other
119777,Kotak Multi Asset Allocator Fund of Fund - Dynamic - Direct Growth - Direct,Kotak Mahindra Mutual Fund,-,Other
119776,Kotak Multi Asset Allocator Fund of Fund - Dynamic - Direct Payout of Income Distribution cum capital withdrawal option,Kotak Mahindra Mutual Fund,INF174K01LP8,Other
102574,Kotak Multi Asset Allocator Fund of Fund - Dynamic - Growth,Kotak Mahindra Mutual Fund,-,Other
102573,Kotak Multi Asset Allocator Fund of Fund - Dynamic - Payout of Income Distribution cum capital withdrawal option,Kotak Mahindra Mutual Fund,INF174K01476,Other
151603,Kotak Silver ETF Fund of Fund - Direct Plan - Growth Option,Kotak Mahindra Mutual Fund,-,Other
151602,Kotak Silver ETF Fund of Fund - Regular Plan - Growth Option,Kotak Mahindra Mutual Fund,-,Other
151974,LIC MF Gold ETF Fund of Fund-Direct Plan-Growth,LIC Mutual Fund,-,Other
151973,LIC MF Gold ETF Fund of Fund-Regular Plan-Growth,LIC Mutual Fund,-,Other
153380,Mirae Asset BSE 200 Equal Weight ETF Fund of Fund - Direct Plan - Growth,Mirae Asset Mutual Fund,-,Other
153381,Mirae Asset BSE 200 Equal Weight ETF Fund of Fund - Direct Plan - IDCW,Mirae Asset Mutual Fund,INF769K01OF0,Other
153382,Mirae Asset BSE 200 Equal Weight ETF Fund of Fund - Regular Plan - Growth,Mirae Asset Mutual Fund,-,Other
153383,Mirae Asset BSE 200 Equal Weight ETF Fund of Fund - Regular Plan - IDCW,Mirae Asset Mutual Fund,INF769K01OC7,Other
153385,Mirae Asset BSE Select IPO ETF Fund of Fund - Direct Plan - Growth,Mirae Asset Mutual Fund,-,Other
153386,Mirae Asset BSE Select IPO ETF Fund of Fund - Direct Plan - IDCW,Mirae Asset Mutual Fund,INF769K01OL8,Other
153387,Mirae Asset BSE Select IPO ETF Fund of Fund - Regular Plan - Growth,Mirae Asset Mutual Fund,-,Other
153388,Mirae Asset BSE Select IPO ETF Fund of Fund - Regular Plan - IDCW,Mirae Asset Mutual Fund,INF769K01OI4,Other
148501,Mirae Asset Equity Allocator Fund  of Fund Direct IDCW,Mirae Asset Mutual Fund,INF769K01GF6,Other
148503,Mirae Asset Equity Allocator Fund  of Fund Regular IDCW,Mirae Asset Mutual Fund,INF769K01GC3,Other
148500,Mirae Asset Equity Allocator Fund of Fund Direct Growth,Mirae Asset Mutual Fund,-,Other
148502,Mirae Asset Equity allocator Fund Of Fund Regular Growth,Mirae Asset Mutual Fund,-,Other
153007,Mirae Asset Gold ETF Fund of Fund - Direct Plan - Growth,Mirae Asset Mutual Fund,-,Other
153008,Mirae Asset Gold ETF Fund of Fund - Direct Plan - IDCW,Mirae Asset Mutual Fund,INF769K01MX7,Other
153009,Mirae Asset Gold ETF Fund of Fund - Regular Plan - Growth,Mirae Asset Mutual Fund,-,Other
153010,Mirae Asset Gold ETF Fund of Fund - Regular Plan - IDCW,Mirae Asset Mutual Fund,INF769K01MU3,Other
149380,Mirae Asset Hang Seng TECH ETF Fund of Fund Regular Plan - Growth Option,Mirae Asset Mutual Fund,-,Other
149381,Mirae AssetHang Seng TECH ETF Fund of Fund Direct Plan - Growth Option,Mirae Asset Mutual Fund,-,Other
148575,Mirae Asset ESG Sector Leaders Fund  of Fund Direct IDCW,Mirae Asset Mutual Fund,INF769K01GR1,Other
148573,Mirae Asset ESG Sector Leaders Fund  of Fund Regular IDCW,Mirae Asset Mutual Fund,INF769K01GO8,Other
148574,Mirae Asset ESG Sector Leaders Fund of Fund Direct Growth,Mirae Asset Mutual Fund,-,Other
148576,Mirae Asset ESG Sector Leaders Fund of Fund Regular Growth,Mirae Asset Mutual Fund,-,Other
149790,Mirae Asset Nifty India Manufacturing ETF FOF - Direct Plan - Growth,Mirae Asset Mutual Fund,-,Other
149787,Mirae Asset Nifty India Manufacturing ETF FOF - Direct Plan- IDCW,Mirae Asset Mutual Fund,INF769K01IA3,Other
149788,Mirae Asset Nifty India Manufacturing ETF FOF - Regular Plan - Growth,Mirae Asset Mutual Fund,-,Other
149789,Mirae Asset Nifty India Manufacturing ETF FOF - Regular Plan - IDCW,Mirae Asset Mutual Fund,INF769K01HX7,Other
153192,Mirae Asset Nifty India New Age Consumption ETF Fund of Fund - Direct Plan - Growth,Mirae Asset Mutual Fund,-,Other
153193,Mirae Asset Nifty India New Age Consumption ETF Fund of Fund - Direct Plan - IDCW,Mirae Asset Mutual Fund,INF769K01NQ9,Other
153194,Mirae Asset Nifty India New Age Consumption ETF Fund of Fund - Regular Plan - Growth,Mirae Asset Mutual Fund,-,Other
153195,Mirae Asset Nifty India New Age Consumption ETF Fund of Fund - Regular Plan - IDCW,Mirae Asset Mutual Fund,INF769K01NN6,Other
152645,Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF Fund of Fund - Direct Plan - Growth,Mirae Asset Mutual Fund,-,Other
152646,Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF Fund of Fund - Direct Plan - IDCW,Mirae Asset Mutual Fund,INF769K01LP5,Other
152647,Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF Fund of Fund - Regular Plan - Growth,Mirae Asset Mutual Fund,-,Other
152648,Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF Fund of Fund - Regular Plan - IDCW,Mirae Asset Mutual Fund,INF769K01LM2,Other
152459,Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF Fund of Fund - Direct Plan - Growth,Mirae Asset Mutual Fund,-,Other
152456,Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF Fund of Fund - Direct Plan - IDCW,Mirae Asset Mutual Fund,INF769K01LI0,Other
152457,Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF Fund of Fund - Regular Plan - Growth,Mirae Asset Mutual Fund,-,Other
152458,Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF Fund of Fund - Regular Plan - IDCW,Mirae Asset Mutual Fund,INF769K01LF6,Other
152718,Mirae Asset Nifty200 Alpha 30 ETF Fund of Fund - Direct Plan - Growth,Mirae Asset Mutual Fund,-,Other
152719,Mirae Asset Nifty200 Alpha 30 ETF Fund of Fund - Direct Plan - IDCW,Mirae Asset Mutual Fund,INF769K01LW1,Other
152720,Mirae Asset Nifty200 Alpha 30 ETF Fund of Fund - Regular Plan - Growth,Mirae Asset Mutual Fund,-,Other
152721,Mirae Asset Nifty200 Alpha 30 ETF Fund of Fund - Regular Plan - IDCW,Mirae Asset Mutual Fund,INF769K01LT7,Other
148928,Mirae Asset NYSE FANG + ETF Fund of Fund Direct Growth,Mirae Asset Mutual Fund,-,Other
148929,Mirae Asset NYSE FANG + ETF Fund of Fund Regular Growth,Mirae Asset Mutual Fund,-,Other
149170,Mirae Asset S&P 500 Top 50 ETF Fund of Fund Direct Growth,Mirae Asset Mutual Fund,-,Other
149171,Mirae Asset S&P 500 Top 50 ETF Fund of Fund Regular Growth,Mirae Asset Mutual Fund,-,Other
149240,Motilal Oswal 5 Year G-Sec Fund Of Fund Direct -Growth,Motilal Oswal Mutual Fund,-,Other
149241,Motilal Oswal 5 Year G-Sec Fund Of Fund Regular -Growth,Motilal Oswal Mutual Fund,-,Other
148747,Motilal Oswal Asset Allocation FOF- A- Direct Growth,Motilal Oswal Mutual Fund,-,Other
148748,Motilal Oswal Asset Allocation FOF- A- Regular Growth,Motilal Oswal Mutual Fund,-,Other
148750,Motilal Oswal Asset Allocation FOF- C- Direct Growth,Motilal Oswal Mutual Fund,-,Other
148749,Motilal Oswal Asset Allocation FOF- C- Regular Growth,Motilal Oswal Mutual Fund,-,Other
150642,Motilal Oswal Gold and Silver ETFs Fund of Funds(Direct Plan),Motilal Oswal Mutual Fund,-,Other
150641,Motilal Oswal Gold and Silver ETFs Fund of Funds(Regular Plan),Motilal Oswal Mutual Fund,-,Other
145552,Motilal Oswal Nasdaq 100 Fund of Fund- Direct Plan Growth,Motilal Oswal Mutual Fund,-,Other
145551,Motilal Oswal Nasdaq 100 Fund of Fund- Regular Plan Growth,Motilal Oswal Mutual Fund,-,Other
148666,Nippon India Asset Allocator FoF - Direct Plan - Growth Option,Nippon India Mutual Fund,-,Other
148664,NIPPON INDIA ASSET ALLOCATOR FOF - DIRECT Plan - IDCW Option,Nippon India Mutual Fund,INF204KB18Y0,Other
148665,NIPPON INDIA ASSET ALLOCATOR FOF - IDCW Option,Nippon India Mutual Fund,INF204KB15Y6,Other
148663,Nippon India Asset Allocator FoF - Regular Plan - Growth Option,Nippon India Mutual Fund,-,Other
118662,NIPPON INDIA GOLD SAVINGS FUND - Direct Plan - IDCW Option,Nippon India Mutual Fund,INF204K01YE0,Other
118663,Nippon India Gold Savings Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,-,Other
114617,NIPPON INDIA GOLD SAVINGS FUND - IDCW Option,Nippon India Mutual Fund,INF204K01KP5,Other
114616,Nippon India Gold Savings Fund-Growth plan- Growth Option,Nippon India Mutual Fund,-,Other
146513,Nippon India Nifty Next 50 Junior BeES FoF - Direct Plan - Growth Plan - Growth Option,Nippon India Mutual Fund,-,Other
146515,NIPPON INDIA NIFTY NEXT 50 JUNIOR BEES FOF - DIRECT Plan - IDCW Option,Nippon India Mutual Fund,INF204KB1X33,Other
146514,Nippon India Nifty Next 50 Junior BeES FoF - Growth Plan - Growth Option,Nippon India Mutual Fund,-,Other
146512,NIPPON INDIA NIFTY NEXT 50 JUNIOR BEES FOF - IDCW Option,Nippon India Mutual Fund,INF204KB1X09,Other
148642,Nippon India Passive Flexicap FoF - Direct Plan - Growth Option,Nippon India Mutual Fund,-,Other
148644,NIPPON INDIA PASSIVE FLEXICAP FOF - DIRECT Plan - IDCW Option,Nippon India Mutual Fund,INF204KB18X2,Other
148643,NIPPON INDIA PASSIVE FLEXICAP FOF - IDCW Option,Nippon India Mutual Fund,INF204KB15X8,Other
148641,Nippon India Passive Flexicap FoF - Regular Plan - Growth Option,Nippon India Mutual Fund,-,Other
149760,Nippon India Silver ETF FOF- Direct Plan-Growth Option,Nippon India Mutual Fund,-,Other
149762,Nippon India Silver ETF FOF- Direct Plan-IDCW Option,Nippon India Mutual Fund,INF204KC1394,Other
149761,Nippon India Silver ETF FOF- Regular Plan-IDCW Option,Nippon India Mutual Fund,INF204KC1360,Other
149759,Nippon India Silver ETF FOF-Regular Plan- Growth Option,Nippon India Mutual Fund,-,Other
112039,Quantum Equity Fund of Funds - Direct Plan Growth Option,Quantum Mutual Fund,-,Other
112038,Quantum Equity Fund Of Funds - Direct Plan IDCW,Quantum Mutual Fund,INF082J01119,Other
141063,Quantum Equity Fund of Funds - Regular Plan Growth Option,Quantum Mutual Fund,-,Other
141062,Quantum Equity Fund Of Funds - Regular Plan IDCW,Quantum Mutual Fund,INF082J01291,Other
115132,Quantum Gold Savings Fund - Direct Plan Growth Option,Quantum Mutual Fund,-,Other
141064,Quantum Gold Savings Fund - Regular Plan Growth Option,Quantum Mutual Fund,-,Other
117608,Quantum Multi Asset Fund of Funds - Direct Plan Growth Option,Quantum Mutual Fund,-,Other
141072,Quantum Multi Asset Fund of Funds - Regular Plan Growth Option,Quantum Mutual Fund,-,Other
150390,Quantum Nifty 50 ETF Fund of Fund - Direct Plan - Growth,Quantum Mutual Fund,-,Other
150389,Quantum Nifty 50 ETF Fund of Fund - Regular Plan - Growth,Quantum Mutual Fund,-,Other
119789,SBI Gold Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),SBI Mutual Fund,INF200K01RO1,Other
115677,SBI Gold Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),SBI Mutual Fund,INF200K01HC7,Other
115676,SBI GOLD FUND REGULAR PLAN - GROWTH,SBI Mutual Fund,-,Other
119788,SBI GOLD FUND- DIRECT PLAN - GROWTH,SBI Mutual Fund,-,Other
152734,SBI Silver ETF FOF- Regular Plan - Income Distribution Cum Capital Withdrawal Option (IDCW),SBI Mutual Fund,INF200KB1274,Other
152735,SBI Silver ETF Fund of Fund- Direct Plan - Growth,SBI Mutual Fund,-,Other
152736,SBI Silver ETF Fund of Fund- Direct Plan - Income Distribution Cum Capital Withdrawal Option (IDCW),SBI Mutual Fund,INF200KB1258,Other
152733,SBI Silver ETF Fund of Fund- Regular Plan - Growth,SBI Mutual Fund,-,Other
152287,Tata Gold ETF Fund of Fund Direct Plan Growth Option,Tata Mutual Fund,-,Other
152288,Tata Gold ETF Fund of Fund Direct Plan IDCW Payout Option,Tata Mutual Fund,-,Other
152289,Tata Gold ETF Fund of Fund Direct Plan IDCW Reinvestment Option,Tata Mutual Fund,INF277KA1877,Other
152290,Tata Gold ETF Fund of Fund Regular Plan Growth Option,Tata Mutual Fund,-,Other
152286,Tata Gold ETF Fund of Fund Regular Plan IDCW Payout Option,Tata Mutual Fund,-,Other
152291,Tata Gold ETF Fund of Fund Regular Plan IDCW Reinvestment Option,Tata Mutual Fund,INF277KA1919,Other
150345,Tata Nifty India Digital ETF Fund of Fund -Regular Plan-Growth,Tata Mutual Fund,-,Other
150341,Tata Nifty India Digital ETF Fund of Fund-Direct Plan- IDCW Reinvestment,Tata Mutual Fund,INF277KA1455,Other
150344,Tata Nifty India Digital ETF Fund of Fund-Direct Plan-Growth,Tata Mutual Fund,-,Other
150340,Tata Nifty India Digital ETF Fund of Fund-Direct Plan-IDCW Payout,Tata Mutual Fund,-,Other
150342,Tata Nifty India Digital ETF Fund of Fund-Regular Plan-IDCW Payout,Tata Mutual Fund,-,Other
150343,Tata Nifty India Digital ETF Fund of Fund-Regular Plan-IDCW Reinvestment,Tata Mutual Fund,INF277KA1489,Other
152293,Tata Silver ETF Fund of Fund Direct Plan Growth Option,Tata Mutual Fund,-,Other
152294,Tata Silver ETF Fund of Fund Direct Plan IDCW Payout Option,Tata Mutual Fund,-,Other
152295,Tata Silver ETF Fund of Fund Direct Plan IDCW Reinvestment Option,Tata Mutual Fund,INF277KA1950,Other
152297,Tata Silver ETF Fund of Fund Regular Plan Growth Option,Tata Mutual Fund,-,Other
152296,Tata Silver ETF Fund of Fund Regular Plan IDCW Payout Option,Tata Mutual Fund,-,Other
152292,Tata Silver ETF Fund of Fund Regular Plan IDCW Reinvestment Option,Tata Mutual Fund,INF277KA1927,Other
153340,Union Gold ETF Fund of Fund - Direct Plan - Growth Option,Union Mutual Fund,-,Other
153339,Union Gold ETF Fund of Fund - Direct Plan - IDCW Option,Union Mutual Fund,-,Other
153338,Union Gold ETF Fund of Fund - Regular Plan - Growth Option,Union Mutual Fund,-,Other
153341,Union Gold ETF Fund of Fund - Regular Plan - IDCW Option,Union Mutual Fund,-,Other
150714,UTI Gold ETF Fund of Fund - Direct Plan - Growth Option,UTI Mutual Fund,-,Other
150715,UTI Gold ETF Fund of Fund - Regular Plan - Growth Opton,UTI Mutual Fund,-,Other
153442,UTI Income Plus Arbitrage Active Fund of Fund - Direct Plan - Growth Option,UTI Mutual Fund,-,Other
153441,UTI Income Plus Arbitrage Active Fund of Fund - Regular Plan - Growth Option,UTI Mutual Fund,-,Other
151731,UTI Silver ETF Fund of Fund - Direct Plan - Growth Option,UTI Mutual Fund,-,Other
151732,UTI Silver ETF Fund of Fund - Regular Plan - Growth Option,UTI Mutual Fund,-,Other
153011,Zerodha Gold ETF FoF-Direct Plan - Growth Option,Zerodha Mutual Fund,-,Other
132141,Aditya Birla Sun Life Global Emerging Opportunities Fund - Direct - IDCW,Aditya Birla Sun Life Mutual Fund,INF084M01ED6,Other
132140,Aditya Birla Sun Life Global Emerging Opportunities Fund - Direct plan - Growth Option,Aditya Birla Sun Life Mutual Fund,-,Other
132139,Aditya Birla Sun Life Global Emerging Opportunities Fund - Regular - IDCW,Aditya Birla Sun Life Mutual Fund,INF084M01AV6,Other
132138,Aditya Birla SUn Life Global Emerging Opportunities Fund - Regular Plan - Growth Option,Aditya Birla Sun Life Mutual Fund,-,Other
132009,Aditya Birla Sun Life Global Excellence Equity Fund Of Fund - Retail Plan - Direct Plan - Growth Option,Aditya Birla Sun Life Mutual Fund,-,Other
132005,Aditya Birla Sun Life Global Excellence Equity Fund Of Fund- Retail Plan - Regular Plan - Growth Option,Aditya Birla Sun Life Mutual Fund,-,Other
132010,Aditya Birla Sun Life Global Excellence Equity Fund Of Fund-DIRECT - RETAIL - IDCW,Aditya Birla Sun Life Mutual Fund,INF084M01EJ3,Other
132003,Aditya Birla Sun Life Global Excellence Equity Fund Of Fund-REGULAR - RETAIL - IDCW,Aditya Birla Sun Life Mutual Fund,INF084M01BB6,Other
149289,Aditya Birla Sun Life Nasdaq 100 FOF-Direct IDCW,Aditya Birla Sun Life Mutual Fund,INF209KB10D0,Other
149291,Aditya Birla Sun Life Nasdaq 100 FOF-Direct-Growth,Aditya Birla Sun Life Mutual Fund,-,Other
