code,name,amc,category,type
105185,Invesco India Short Duration Fund - Growth,Invesco Mutual Fund,-,Other
105191,Invesco India Short Duration Fund - Monthly IDCW (Payout / Reinvestment),Invesco Mutual Fund,INF205K01UP1,Other
105189,Invesco India Short Duration Fund - Plan B - Growth,Invesco Mutual Fund,-,Other
105187,Invesco India Short Duration Fund - Plan B - Monthly IDCW (Payout / Reinvestment),Invesco Mutual Fund,INF205K01UT3,Other
105192,Invesco India Short Duration Fund - Plan B - Weekly IDCW (Reinvestment),Invesco Mutual Fund,INF205K01UU1,Other
105190,Invesco India Short Duration Fund - Weekly IDCW (Reinvestment),Invesco Mutual Fund,INF205K01UV9,Other
116110,Invesco India Short Duration Fund- Discretionary IDCW (Payout / Reinvestment),Invesco Mutual Fund,INF205K01UM8,Other
150545,JM Short Duration Fund (Direct) - Growth,JM Financial Mutual Fund,-,Other
150544,JM Short Duration Fund (Direct) - IDCW,JM Financial Mutual Fund,INF192K01MR4,Other
150542,JM Short Duration Fund (Regular) - Growth,JM Financial Mutual Fund,-,Other
150543,JM Short Duration Fund (Regular) - IDCW,JM Financial Mutual Fund,INF192K01MO1,Other
120469,JM Short Term Fund (Direct) - Daily Dividend Option,JM Financial Mutual Fund,INF192K01DZ6,Other
120470,JM Short Term Fund (Direct) - Dividend Option,JM Financial Mutual Fund,INF192K01DY9,Other
120471,JM Short Term Fund (Direct) - Growth Option,JM Financial Mutual Fund,-,Other
115103,JM Short Term Fund - Daily Dividend Option,JM Financial Mutual Fund,INF192K01BD7,Other
101524,JM Short Term Fund - Dividend Option,JM Financial Mutual Fund,INF192K01BF2,Other
101521,JM Short Term Fund - Growth Option,JM Financial Mutual Fund,-,Other
115090,JM Short Term Fund - Regular Plan - Daily Dividend Option,JM Financial Mutual Fund,INF192K01AZ2,Other
101519,JM Short Term Fund - Regular Plan - Dividend Option,JM Financial Mutual Fund,INF192K01BB1,Other
101520,JM Short Term Fund - Regular Plan - Growth Option,JM Financial Mutual Fund,-,Other
135500,Kotak Bond Short Term Plan - Direct - Standard Income Distribution cum capital withdrawal option,Kotak Mahindra Mutual Fund,INF174K01Z22,Other
135501,Kotak Bond Short Term Plan - Regular Plan - Normal Dividend,Kotak Mahindra Mutual Fund,INF174K01Z06,Other
101373,Kotak Bond Short Term Plan-(Growth),Kotak Mahindra Mutual Fund,-,Other
119739,Kotak Bond Short Term Plan-(Growth) - Direct,Kotak Mahindra Mutual Fund,-,Other
101372,Kotak Bond Short Term Plan-(Payout of Income Distribution cum capital withdrawal option),Kotak Mahindra Mutual Fund,INF174K01ET5,Other
145954,LIC MF Short Duration Fund-Direct Plan-Growth,LIC Mutual Fund,-,Other
145953,LIC MF Short Duration Fund-Direct Plan-IDCW,LIC Mutual Fund,INF767K01PY2,Other
151959,LIC MF Short Duration Fund-Direct Plan-Monthly IDCW,LIC Mutual Fund,INF397L01BI9,Other
151960,LIC MF Short Duration Fund-Direct Plan-Weekly IDCW,LIC Mutual Fund,INF397L01BL3,Other
145952,LIC MF Short Duration Fund-Regular Plan-Growth,LIC Mutual Fund,-,Other
145951,LIC MF Short Duration Fund-Regular Plan-IDCW,LIC Mutual Fund,INF767K01PV8,Other
151955,LIC MF Short Duration Fund-Regular Plan-Monthly IDCW,LIC Mutual Fund,INF397L01414,Other
151956,LIC MF Short Duration Fund-Regular Plan-Weekly IDCW,LIC Mutual Fund,INF397L01448,Other
148730,Mahindra Manulife Short Duration Fund - Direct Plan - IDCW,Mahindra Manulife Mutual Fund,INF174V01AN3,Other
148729,Mahindra Manulife Short Duration Fund - Direct Plan -Growth,Mahindra Manulife Mutual Fund,-,Other
148727,Mahindra Manulife Short Duration Fund - Regular Plan - Growth,Mahindra Manulife Mutual Fund,-,Other
148728,Mahindra Manulife Short Duration Fund - Regular Plan - IDCW,Mahindra Manulife Mutual Fund,INF174V01AK9,Other
142641,Mirae Asset Short Duration Fund - Direct Plan - Growth,Mirae Asset Mutual Fund,-,Other
142640,Mirae Asset Short Duration Fund - Direct Plan - IDCW,Mirae Asset Mutual Fund,INF769K01DZ1,Other
142642,Mirae Asset Short Duration Fund - Regular Plan - Growth,Mirae Asset Mutual Fund,-,Other
142643,Mirae Asset Short Duration Fund - Regular Plan - IDCW,Mirae Asset Mutual Fund,INF769K01DW8,Other
125269,NIPPON INDIA SHORT TERM FUND - Direct Plan - IDCW Option,Nippon India Mutual Fund,INF204KA1ET8,Other
118797,NIPPON INDIA SHORT TERM FUND - Direct Plan - MONTHLY IDCW Option,Nippon India Mutual Fund,-,Other
118800,NIPPON INDIA SHORT TERM FUND - Direct Plan - QUARTERLY IDCW OPTION,Nippon India Mutual Fund,INF204K01B73,Other
118796,Nippon India Short Term Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,-,Other
125268,NIPPON INDIA SHORT TERM FUND - IDCW Option,Nippon India Mutual Fund,INF204KA1ER2,Other
101667,NIPPON INDIA SHORT TERM FUND - MONTHLY IDCW Option,Nippon India Mutual Fund,INF204K01FN0,Other
101669,NIPPON INDIA SHORT TERM FUND - QUARTERLY IDCW OPTION,Nippon India Mutual Fund,INF204K01FP5,Other
101665,Nippon India Short Term Fund-Growth Plan,Nippon India Mutual Fund,-,Other
106230,SBI Short Horizon Debt Fund - Short Term Fund - Retail Dividend - Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW),SBI Mutual Fund,INF200K01IB7,Other
106229,SBI Short Horizon Debt Fund - Short Term Fund - Retail Dividend - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),SBI Mutual Fund,INF200K01ID3,Other
106228,SBI Short Horizon Debt Fund - Short Term Fund - Retail Dividend - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),SBI Mutual Fund,INF200K01IF8,Other
106227,SBI SHORT HORIZON DEBT FUND-SHORT TERM FUND - RETAIL - GROWTH,SBI Mutual Fund,-,Other
119813,SBI Short Term Debt Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),SBI Mutual Fund,INF200K01VG9,Other
119816,SBI SHORT TERM DEBT FUND - DIRECT PLAN -GROWTH,SBI Mutual Fund,-,Other
119815,SBI Short Term Debt Fund - Direct Plan Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW),SBI Mutual Fund,INF200K01VD6,Other
119817,SBI Short Term Debt Fund - Direct Plan Weekly Income Distribution cum Capital Withdrawal Option (IDCW),SBI Mutual Fund,INF200K01VI5,Other
106233,SBI Short Term Debt Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),SBI Mutual Fund,INF200K01HW5,Other
106231,SBI SHORT TERM DEBT FUND - REGULAR PLAN -GROWTH,SBI Mutual Fund,-,Other
106234,SBI Short Term Debt Fund - Regular Plan Fortnightly Income Distribution cum Capital Withdrawal Option (IDCW),SBI Mutual Fund,INF200K01HU9,Other
106232,SBI Short Term Debt Fund - Regular Plan Weekly Income Distribution cum Capital Withdrawal Option (IDCW),SBI Mutual Fund,INF200K01HY1,Other
149588,Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund) - Direct Plan - Income Distribution CUM Capital Withdrawal Plan - Monthly,Sundaram Mutual Fund,INF173K01GR6,Other
149726,Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund) Direct Plan Annual IDCW,Sundaram Mutual Fund,-,Other
149727,Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund) Direct Plan Fortnightly IDCW,Sundaram Mutual Fund,INF903JA1KL9,Other
149733,Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund) Direct Plan Halfyearly IDCW,Sundaram Mutual Fund,-,Other
149728,Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund) Direct Plan Quarterly IDCW,Sundaram Mutual Fund,-,Other
149729,Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund) Direct Weekly IDCW,Sundaram Mutual Fund,INF903JA1KS4,Other
149734,Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund) Regular Fortnightly IDCW,Sundaram Mutual Fund,INF903JA1KD6,Other
149730,Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund) Regular Halfyearly IDCW,Sundaram Mutual Fund,-,Other
149735,Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund) Regular Plan Annual IDCW,Sundaram Mutual Fund,-,Other
149736,Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund) Regular Principal Units,Sundaram Mutual Fund,INF903JA1KI5,Other
149731,Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund) Regular Quarterly IDCW,Sundaram Mutual Fund,-,Other
149732,Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund) Regular Weekly IDCW,Sundaram Mutual Fund,INF903JA1KK1,Other
149587,Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund)- Direct Plan - Growth Option,Sundaram Mutual Fund,-,Other
149585,Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund)- Growth Plan,Sundaram Mutual Fund,-,Other
149586,Sundaram Short Duration Fund (Formerly Known as Principal Short Term Debt Fund)- Income Distribution CUM Capital Withdrawal Option - Monthly,Sundaram Mutual Fund,INF173K01BC9,Other
119949,Tata Short Term Bond Fund - Direct Plan - Growth Option,Tata Mutual Fund,-,Other
101548,Tata Short Term Bond Fund -Regular Plan- Growth Option,Tata Mutual Fund,-,Other
119950,Tata Short Term Bond Fund Direct Plan - Monthly Payout of IDCW Option,Tata Mutual Fund,INF277K01QQ6,Other
133974,Tata Short Term Bond Fund- Direct Plan - Periodic Payout of IDCW Option,Tata Mutual Fund,INF277K01P46,Other
101547,Tata Short Term Bond Fund- Regular Plan - Monthly Payout of IDCW Option,Tata Mutual Fund,INF277K01964,Other
133975,Tata Short Term Bond Fund- Regular Plan - Periodic Payout of IDCW Option,Tata Mutual Fund,INF277K01P20,Other
149076,TRUSTMF Short Duration Fund-Direct Plan-Growth,Trust Mutual Fund,-,Other
149078,TRUSTMF Short Duration Fund-Direct Plan-Monthly Income Distribution Cum Capital Withdrawal,Trust Mutual Fund,INF0GCD01404,Other
149079,TRUSTMF Short Duration Fund-Direct Plan-Quarterly Income Distribution Cum Capital Withdrawal,Trust Mutual Fund,INF0GCD01420,Other
149077,TRUSTMF Short Duration Fund-Direct Plan-Weekly Income Distribution Cum Capital Withdrawal,Trust Mutual Fund,INF0GCD01388,Other
149073,TRUSTMF Short Duration Fund-Regular Plan-Growth,Trust Mutual Fund,-,Other
149080,TRUSTMF Short Duration Fund-Regular Plan-Monthly Income Distribution Cum Capital Withdrawal,Trust Mutual Fund,INF0GCD01347,Other
149075,TRUSTMF Short Duration Fund-Regular Plan-Quarterly Income Distribution Cum Capital Withdrawal,Trust Mutual Fund,INF0GCD01362,Other
149074,TRUSTMF Short Duration Fund-Regular Plan-Weekly Income Distribution Cum Capital Withdrawal,Trust Mutual Fund,INF0GCD01321,Other
153242,Union Short Duration Fund - Direct Plan - Growth Option,Union Mutual Fund,-,Other
153243,Union Short Duration Fund - Direct Plan - IDCW Option,Union Mutual Fund,INF582M01KQ8,Other
153240,Union Short Duration Fund - Regular Plan - Growth Option,Union Mutual Fund,-,Other
153241,Union Short Duration Fund - Regular Plan - IDCW Option,Union Mutual Fund,INF582M01KM7,Other
135497,UTI Short Duration Fund - Direct Plan - Annual IDCW,UTI Mutual Fund,INF789FA1R41,Other
124962,UTI Short Duration Fund - Direct Plan - Flexi IDCW,UTI Mutual Fund,INF789FB1T62,Other
120718,UTI Short Duration Fund - Direct Plan - Growth Option,UTI Mutual Fund,-,Other
131425,UTI Short Duration Fund - Direct Plan - Half Yearly Dividend Option,UTI Mutual Fund,INF789FA1R25,Other
131548,UTI Short Duration Fund - Direct Plan - Monthly IDCW,UTI Mutual Fund,INF789F01YA8,Other
120719,UTI Short Duration Fund - Direct Plan - Quarterly IDCW,UTI Mutual Fund,INF789FA1R74,Other
106383,UTI Short Duration Fund - Discontinued Regular Option - Dividend Sub Option,UTI Mutual Fund,INF789F01AI1,Other
106384,UTI Short Duration Fund - Discontinued Regular Option -Growth Sub Option,UTI Mutual Fund,-,Other
134517,UTI Short Duration Fund - Regular Plan - Annual IDCW,UTI Mutual Fund,INF789FA1R09,Other
125045,UTI Short Duration Fund - Regular Plan - Flexi IDCW,UTI Mutual Fund,INF789FB1T47,Other
106624,UTI Short Duration Fund - Regular Plan - Growth Option,UTI Mutual Fund,-,Other
131424,UTI Short Duration Fund - Regular Plan - Half-Yearly IDCW,UTI Mutual Fund,INF789FA1Q83,Other
131547,UTI Short Duration Fund - Regular Plan - Monthly IDCW,UTI Mutual Fund,INF789F01QC0,Other
106980,UTI Short Duration Fund - Regular Plan - Quarterly IDCW,UTI Mutual Fund,INF789FA1R58,Other
112016,Aditya Birla Sun Life Savings Fund - Discipline Advantage Plan,Aditya Birla Sun Life Mutual Fund,-,Other
119501,Aditya Birla Sun Life Savings Fund - Growth - Direct Plan,Aditya Birla Sun Life Mutual Fund,-,Other
101317,Aditya Birla Sun Life Savings Fund - Growth - Regular Plan,Aditya Birla Sun Life Mutual Fund,-,Other
119500,Aditya Birla Sun Life Savings Fund-DIRECT - DAILY IDCW,Aditya Birla Sun Life Mutual Fund,-,Other
119499,Aditya Birla Sun Life Savings Fund-DIRECT - WEEKLY IDCW,Aditya Birla Sun Life Mutual Fund,-,Other
105888,Aditya Birla Sun Life Savings Fund-Regular - DAILY IDCW,Aditya Birla Sun Life Mutual Fund,-,Other
105887,Aditya Birla Sun Life Savings Fund-Regular - weekly IDCW,Aditya Birla Sun Life Mutual Fund,-,Other
109108,Aditya Birla Sun Life Savings Fund-Retail - Daily IDCW,Aditya Birla Sun Life Mutual Fund,-,Other
101316,Aditya Birla Sun Life Savings Fund-Retail Growth,Aditya Birla Sun Life Mutual Fund,-,Other
105881,Aditya Birla Sun Life Savings Fund-Weekly - retail IDCW,Aditya Birla Sun Life Mutual Fund,-,Other
144753,Axis Ultra Short Duration Fund - Direct Plan - Daily IDCW,Axis Mutual Fund,INF846K01F57,Other
144755,Axis Ultra Short Duration Fund - Direct Plan - Monthly IDCW,Axis Mutual Fund,INF846K01F81,Other
144756,Axis Ultra Short Duration Fund - Direct Plan - Regular IDCW,Axis Mutual Fund,INF846K01G07,Other
144757,Axis Ultra Short Duration Fund - Direct Plan - Weekly IDCW,Axis Mutual Fund,INF846K01F65,Other
144754,Axis Ultra Short Duration Fund - Direct Plan Growth,Axis Mutual Fund,-,Other
144758,Axis Ultra Short Duration Fund - Regular Plan - Daily IDCW,Axis Mutual Fund,INF846K01G31,Other
144760,Axis Ultra Short Duration Fund - Regular Plan - Monthly IDCW,Axis Mutual Fund,INF846K01G64,Other
144761,Axis Ultra Short Duration Fund - Regular Plan - Regular IDCW,Axis Mutual Fund,INF846K01G80,Other
144762,Axis Ultra Short Duration Fund - Regular Plan - Weekly IDCW,Axis Mutual Fund,INF846K01G49,Other
144759,Axis Ultra Short Duration Fund - Regular Plan Growth,Axis Mutual Fund,-,Other
144195,BANDHAN ULTRA SHORT TERM FUND - DIRECT PLAN -MONTHLY IDCW,Bandhan Mutual Fund,INF194KA12S0,Other
144173,BANDHAN ULTRA SHORT TERM FUND - DIRECT PLAN GROWTH,Bandhan Mutual Fund,-,Other
144196,BANDHAN ULTRA SHORT TERM FUND - DIRECT PLAN PERIODIC IDCW,Bandhan Mutual Fund,INF194KA18S7,Other
144192,BANDHAN ULTRA SHORT TERM FUND - DIRECT PLAN QUARTERLY IDCW,Bandhan Mutual Fund,INF194KA15S3,Other
144191,BANDHAN ULTRA SHORT TERM FUND - DIRECT PLAN- WEEKLY IDCW,Bandhan Mutual Fund,INF194KA11T0,Other
144174,BANDHAN ULTRA SHORT TERM FUND - DIRECT PLAN-DAILY IDCW,Bandhan Mutual Fund,INF194KA19R7,Other
144172,BANDHAN ULTRA SHORT TERM FUND - REGULAR PLAN DAILY IDCW,Bandhan Mutual Fund,INF194KA13Q2,Other
144171,BANDHAN ULTRA SHORT TERM FUND - REGULAR PLAN GROWTH,Bandhan Mutual Fund,-,Other
144194,BANDHAN ULTRA SHORT TERM FUND - REGULAR PLAN MONTHLY IDCW,Bandhan Mutual Fund,INF194KA16Q5,Other
144193,BANDHAN ULTRA SHORT TERM FUND - REGULAR PLAN PERIODIC IDCW,Bandhan Mutual Fund,INF194KA12R2,Other
144190,BANDHAN ULTRA SHORT TERM FUND - REGULAR PLAN QUARTERLY IDCW,Bandhan Mutual Fund,INF194KA19Q9,Other
144189,BANDHAN ULTRA SHORT TERM FUND - REGULAR PLAN WEEKLY IDCW,Bandhan Mutual Fund,INF194KA15R5,Other
119380,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Daily IDCW,Bank of India Mutual Fund,INF761K01CT3,Other
119379,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Growth,Bank of India Mutual Fund,-,Other
119381,BANK OF INDIA Ultra Short Duration Fund- Direct Plan- Weekly IDCW,Bank of India Mutual Fund,INF761K01CU1,Other
126389,BANK OF INDIA Ultra Short Duration Fund- Direct Plan-Bonus,Bank of India Mutual Fund,-,Other
111970,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Daily IDCW,Bank of India Mutual Fund,INF761K01CW7,Other
109269,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Growth,Bank of India Mutual Fund,-,Other
109264,BANK OF INDIA Ultra Short Duration Fund- Regular Plan- Weekly IDCW,Bank of India Mutual Fund,INF761K01CX5,Other
143510,Baroda BNP Paribas Ultra Short Duratio Fund- Regular Plan- Weekly IDCW,Baroda BNP Paribas Mutual Fund,INF955L01GY0,Other
143507,Baroda BNP Paribas Ultra Short Duration Fund - Regular Plan - Daily IDCW,Baroda BNP Paribas Mutual Fund,INF955L01GW4,Other
143464,Baroda BNP Paribas Ultra Short Duration Fund - Regular Plan - Growth,Baroda BNP Paribas Mutual Fund,-,Other
143511,Baroda BNP Paribas Ultra Short Duration Fund- Direct Plan- Daily IDCW,Baroda BNP Paribas Mutual Fund,INF955L01GZ7,Other
143508,Baroda BNP Paribas Ultra Short Duration Fund- Direct Plan- Growth,Baroda BNP Paribas Mutual Fund,-,Other
143509,Baroda BNP Paribas Ultra Short Duration Fund- Direct Plan- Weekly IDCW,Baroda BNP Paribas Mutual Fund,INF955L01HB6,Other
118315,CANARA ROBECO ULTRA SHORT TERM FUND - DIRECT PLAN - DAILY IDCW (Reinvestment),Canara Robeco Mutual Fund,INF760K01GL3,Other
118317,CANARA ROBECO ULTRA SHORT TERM FUND - DIRECT PLAN - GROWTH OPTION,Canara Robeco Mutual Fund,-,Other
118319,CANARA ROBECO ULTRA SHORT TERM FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),Canara Robeco Mutual Fund,-,Other
118318,CANARA ROBECO ULTRA SHORT TERM FUND - DIRECT PLAN - MONTHLY IDCW (Payout/Reinvestment),Canara Robeco Mutual Fund,INF760K01GO7,Other
118316,CANARA ROBECO ULTRA SHORT TERM FUND - DIRECT PLAN - WEEKLY IDCW (Payout/Reinvestment),Canara Robeco Mutual Fund,INF760K01GR0,Other
109372,CANARA ROBECO ULTRA SHORT TERM FUND - REGULAR PLAN - DAILY IDCW (Reinvestment),Canara Robeco Mutual Fund,INF760K01DA3,Other
109371,CANARA ROBECO ULTRA SHORT TERM FUND - REGULAR PLAN - GROWTH OPTION,Canara Robeco Mutual Fund,-,Other
109370,CANARA ROBECO ULTRA SHORT TERM FUND - REGULAR PLAN - MONTHLY IDCW (Payout/Reinvestment),Canara Robeco Mutual Fund,INF760K01DD7,Other
109366,CANARA ROBECO ULTRA SHORT TERM FUND - REGULAR PLAN - WEEKLY IDCW (Payout/Reinvestment),Canara Robeco Mutual Fund,INF760K01DF2,Other
140530,CANARA ROBECO ULTRA SHORT TERM FUND- REGULAR PLAN - IDCW (Payout),Canara Robeco Mutual Fund,-,Other
119205,DSP Ultra Short Fund - Direct Plan - Growth,DSP Mutual Fund,-,Other
119206,DSP Ultra Short Fund - Direct Plan - IDCW,DSP Mutual Fund,INF740K01OR6,Other
119203,DSP Ultra Short Fund - Direct Plan - IDCW - Daily,DSP Mutual Fund,INF740KA1NT0,Other
119204,DSP Ultra Short Fund - Direct Plan - IDCW - Monthly,DSP Mutual Fund,INF740K01OP0,Other
119207,DSP Ultra Short Fund - Direct Plan - IDCW - Weekly,DSP Mutual Fund,INF740KA1NV6,Other
104138,DSP Ultra Short Fund - Regular Plan - Growth,DSP Mutual Fund,-,Other
104140,DSP Ultra Short Fund - Regular Plan - IDCW - Daily Reinvest,DSP Mutual Fund,INF740KA1NW4,Other
117063,DSP Ultra Short Fund - Regular Plan - IDCW - Monthly,DSP Mutual Fund,INF740K01QR1,Other
117995,DSP Ultra Short Fund - Regular Plan - IDCW - Payout,DSP Mutual Fund,-,Other
104139,DSP Ultra Short Fund - Regular Plan - IDCW - Weekly Reinvest,DSP Mutual Fund,-,Other
107248,Franklin India Ultra Short Bond Fund - Institutional - Growth,Franklin Templeton Mutual Fund,-,Other
109574,Franklin India Ultra Short Bond Fund - Institutional - Weekly Dividend,Franklin Templeton Mutual Fund,INF090I01CF0,Other
107251,Franklin India Ultra Short Bond Fund - Institutional Plan - Daily - IDCW,Franklin Templeton Mutual Fund,INF090I01CD5,Other
107247,Franklin India Ultra Short Bond Fund - Retail - Growth,Franklin Templeton Mutual Fund,-,Other
107252,Franklin India Ultra Short Bond Fund - Retail Plan - Daily - IDCW,Franklin Templeton Mutual Fund,INF090I01CH6,Other
109575,Franklin India Ultra Short Bond Fund - Retail Plan - Weekly - IDCW,Franklin Templeton Mutual Fund,INF090I01CJ2,Other
107249,Franklin India Ultra Short Bond Fund - Super Institutional - Growth,Franklin Templeton Mutual Fund,-,Other
107250,Franklin India Ultra Short Bond Fund - Super Institutional Plan - Daily - IDCW,Franklin Templeton Mutual Fund,INF090I01CL8,Other
118560,Franklin India Ultra Short Bond Fund - Super Institutional Plan - Direct - Growth,Franklin Templeton Mutual Fund,-,Other
109576,Franklin India Ultra Short Bond Fund - Super Institutional Plan - Weekly - IDCW,Franklin Templeton Mutual Fund,-,Other
118561,Franklin India Ultra Short Bond Fund Super Institutional Plan - Direct - Daily - IDCW,Franklin Templeton Mutual Fund,-,Other
118562,Franklin India Ultra Short Bond Fund Super Institutional Plan - Direct - Weekly - IDCW,Franklin Templeton Mutual Fund,-,Other
147975,Franklin India Ultra Short Bond Fund- Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Daily Dividend Option,Franklin Templeton Mutual Fund,-,Other
147976,Franklin India Ultra Short Bond Fund- Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Option,Franklin Templeton Mutual Fund,-,Other
147980,Franklin India Ultra Short Bond Fund- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Daily Dividend Option,Franklin Templeton Mutual Fund,-,Other
147979,Franklin India Ultra Short Bond Fund- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Option,Franklin Templeton Mutual Fund,-,Other
147977,Franklin India Ultra Short Bond Fund- Retail Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Weekly Dividend Option,Franklin Templeton Mutual Fund,-,Other
147971,Franklin India Ultra Short Bond Fund- Super Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Daily Dividend Option,Franklin Templeton Mutual Fund,-,Other
147974,Franklin India Ultra Short Bond Fund- Super Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct Daily Dividend Option,Franklin Templeton Mutual Fund,-,Other
147973,Franklin India Ultra Short Bond Fund- Super Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Option,Franklin Templeton Mutual Fund,-,Other
147978,Franklin India Ultra Short Bond Fund- Super Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Weekly Dividend Option,Franklin Templeton Mutual Fund,-,Other
147970,Franklin India Ultra Short Bond Fund- Super Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Option,Franklin Templeton Mutual Fund,-,Other
147972,Franklin India Ultra Short Bond Fund- Super Institutional Plan-Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Weekly Dividend Option,Franklin Templeton Mutual Fund,-,Other
152825,Franklin India Ultra Short Duration Fund - Direct - Growth,Franklin Templeton Mutual Fund,-,Other
152827,Franklin India Ultra Short Duration Fund - Direct - IDCW,Franklin Templeton Mutual Fund,INF090I01XN0,Other
152828,Franklin India Ultra Short Duration Fund - Growth,Franklin Templeton Mutual Fund,-,Other
152826,Franklin India Ultra Short Duration Fund - IDCW,Franklin Templeton Mutual Fund,INF090I01XO8,Other
145041,HDFC Ultra Short Term Fund - Daily IDCW Option,HDFC Mutual Fund,INF179KB12R1,Other
145039,HDFC Ultra Short Term Fund - Direct Plan-Daily IDCW Option,HDFC Mutual Fund,INF179KB16Q4,Other
145034,HDFC Ultra Short Term Fund - Direct Plan-Growth Option,HDFC Mutual Fund,-,Other
145036,HDFC Ultra Short Term Fund - Direct Plan-Monthly IDCW Option,HDFC Mutual Fund,INF179KB19Q8,Other
145035,HDFC Ultra Short Term Fund - Direct Plan-Weekly IDCW Option,HDFC Mutual Fund,INF179KB17Q2,Other
145040,HDFC Ultra Short Term Fund - Growth Option,HDFC Mutual Fund,-,Other
145037,HDFC Ultra Short Term Fund - Monthly IDCW Option,HDFC Mutual Fund,INF179KB15R4,Other
145038,HDFC Ultra Short Term Fund - Weekly IDCW Option,HDFC Mutual Fund,INF179KB13R9,Other
147910,HSBC Ultra Short Duration Fund - Direct Daily IDCW,HSBC Mutual Fund,INF336L01OS9,Other
147908,HSBC Ultra Short Duration Fund - Direct Growth,HSBC Mutual Fund,-,Other
147915,HSBC Ultra Short Duration Fund - Direct Monthly IDCW,HSBC Mutual Fund,INF336L01OU5,Other
147912,HSBC Ultra Short Duration Fund - Direct Weekly IDCW,HSBC Mutual Fund,INF336L01OT7,Other
147909,HSBC Ultra Short Duration Fund - Regular Daily IDCW,HSBC Mutual Fund,INF336L01OX9,Other
147907,HSBC Ultra Short Duration Fund - Regular Growth,HSBC Mutual Fund,-,Other
147916,HSBC Ultra Short Duration Fund - Regular Monthly IDCW,HSBC Mutual Fund,INF336L01OZ4,Other
147911,HSBC Ultra Short Duration Fund - Regular Weekly IDCW,HSBC Mutual Fund,INF336L01OY7,Other
145399,ICICI Prudential Ultra Short Term Fund - Daily IDCW,ICICI Prudential Mutual Fund,INF109KC1ND7,Other
120676,ICICI Prudential Ultra Short Term Fund - Direct Plan -  Growth,ICICI Prudential Mutual Fund,-,Other
120678,ICICI Prudential Ultra Short Term Fund - Direct Plan -  Half Yearly IDCW,ICICI Prudential Mutual Fund,INF109K01T20,Other
120677,ICICI Prudential Ultra Short Term Fund - Direct Plan -  Monthly IDCW,ICICI Prudential Mutual Fund,INF109K01T46,Other
120675,ICICI Prudential Ultra Short Term Fund - Direct Plan -  Quarterly IDCW,ICICI Prudential Mutual Fund,INF109K01T61,Other
145404,ICICI Prudential Ultra Short Term Fund - Direct Plan - Daily IDCW,ICICI Prudential Mutual Fund,INF109KC1MY5,Other
145401,ICICI Prudential Ultra Short Term Fund - Direct Plan - Fortnightly IDCW,ICICI Prudential Mutual Fund,INF109KC1NC9,Other
145400,ICICI Prudential Ultra Short Term Fund - Direct Plan - Weekly IDCW,ICICI Prudential Mutual Fund,INF109KC1MZ2,Other
